Episode,Reward,Timer,Input_PosX,Input_PosY,Input_Angle,Input_DistNorm,Output_Accelerate,Output_TurnLeft,Output_TurnRight,Output_Dash,Output_Skill,Target_Accelerate,Target_TurnLeft,Target_TurnRight,Target_Dash,Target_Skill,Loss
3,1.76,8.20,-0.1279,0.6515,-87.1595,0.2132,64.0407,74.6699,51.3657,63.4950,61.2428,64.0407,75.6785,51.3657,63.4950,61.2428,0.203448
3,1.73,8.30,-0.1308,0.6517,-91.5125,0.2205,65.0350,74.9756,51.2887,63.2528,61.1486,65.0350,75.9600,51.2887,63.2528,61.1486,0.193808
3,1.72,8.40,-0.1329,0.6519,-94.5509,0.2258,65.0100,75.3361,51.2530,62.7233,61.1486,65.0100,76.3017,51.2530,62.7233,61.1486,0.186491
3,1.71,8.50,-0.1345,0.6520,-96.6736,0.2297,64.5171,75.6587,51.2530,62.6259,61.0817,64.5171,76.6102,51.2530,62.6259,61.0817,0.181085
3,1.70,8.60,-0.1357,0.6521,-98.1576,0.2326,64.5171,75.9088,51.6306,62.4183,61.0807,64.5171,76.8500,51.6306,62.4183,61.0807,0.177146
3,1.69,8.70,-0.1357,0.6521,-99.3665,0.2343,64.4767,76.0652,51.4115,62.2632,60.9489,64.4767,76.9973,51.4115,62.2632,60.9489,0.173776
3,1.61,8.80,-0.1357,0.6521,-100.7285,0.2357,64.6595,76.3292,51.2926,61.8182,61.2113,64.6595,77.1766,51.2926,61.8182,61.2113,0.143624
3,1.53,8.90,-0.1357,0.6521,-124.7513,0.2367,64.6595,74.0501,51.2933,61.5341,61.2122,64.6595,74.8390,51.2933,61.5341,61.2122,0.124497
3,1.46,9.00,-0.1357,0.6521,-148.7647,0.2373,64.6595,74.3778,51.2255,61.1045,60.9902,64.6595,75.0969,51.2255,61.1045,60.9902,0.103404
3,1.56,9.10,-0.1357,0.6521,-168.7647,0.2373,64.8430,74.8022,51.1541,61.1464,61.1476,64.8430,83.3063,51.1541,61.1464,61.1476,14.463800
3,1.87,9.20,-0.1357,0.6521,156.1148,0.2111,75.0942,78.3896,79.1292,83.1666,77.6271,75.0942,78.3896,79.1292,84.2025,77.6271,0.214638
3,2.02,9.30,-0.1357,0.6521,95.6129,0.1568,75.3335,77.9791,79.1292,80.8273,77.6271,75.3335,77.9791,79.1292,82.0433,77.6271,0.295770
3,2.17,9.40,-0.1357,0.6521,61.1863,0.1358,75.3335,77.7850,78.7644,81.3251,77.7693,75.3335,77.7850,78.7644,82.6826,77.7693,0.368585
3,2.16,9.50,-0.1357,0.6521,23.1208,0.1261,75.5675,77.4128,78.8174,81.6341,77.9142,75.5675,77.4128,78.8174,76.7249,77.9142,4.820189
3,2.02,9.60,-0.1357,0.6521,-23.3250,0.1324,64.3122,75.3738,51.1197,61.7468,60.7367,64.3122,76.6373,51.1197,61.7468,60.7367,0.319292
3,1.89,9.70,-0.1357,0.6521,-56.4495,0.1473,64.3122,74.4260,51.0540,61.3732,60.7304,64.3122,75.5764,51.0540,61.3732,60.7304,0.264659
3,1.79,9.80,-0.1357,0.6521,-84.2651,0.1623,64.4981,74.8466,51.0540,60.9698,60.9762,64.4981,75.8848,51.0540,60.9698,60.9762,0.215566
3,1.67,9.90,-0.1357,0.6521,-109.0871,0.1749,64.4981,75.6372,50.9113,60.8538,61.2283,64.4981,76.5523,50.9113,60.8538,61.2283,0.167459
4,1.67,0.00,-0.1357,0.6521,-109.0871,0.1749,64.2092,72.4453,50.7716,60.7293,61.0358,64.2092,73.3922,50.7716,60.7293,61.0358,0.179347
4,1.59,0.10,-0.1357,0.6521,-158.5888,0.1937,64.0794,71.7307,50.6306,61.7479,60.8315,64.0794,82.7496,50.6306,61.7479,60.8315,24.283160
4,1.78,0.20,-0.1357,0.6521,169.8185,0.1734,75.6537,82.4451,79.4357,82.2884,78.2090,75.6537,82.4451,79.4357,83.3970,78.2090,0.245791
4,1.95,0.30,-0.1357,0.6521,130.8383,0.1438,76.0067,81.5791,79.5314,81.0840,78.3302,76.0067,82.7110,79.5314,81.0840,78.3302,0.256214
4,2.15,0.40,-0.1357,0.6521,97.5625,0.1136,76.0147,81.9179,79.7517,81.2061,78.4428,76.0147,83.2479,79.7517,81.2061,78.4428,0.353761
4,1.93,0.50,-0.0611,0.6909,20.0941,0.1641,76.1190,80.9602,79.3577,81.2840,78.5763,76.1190,72.7631,79.3577,81.2840,78.5763,13.438560
4,1.69,0.60,0.0197,0.7327,-42.5484,0.2304,63.9986,71.7545,50.5961,62.1281,60.3595,63.9986,72.7304,50.5961,62.1281,60.3595,0.190464
4,1.56,0.70,0.0754,0.7615,-82.5162,0.2763,63.9007,71.0041,50.5961,62.0407,60.5853,63.9007,71.8532,50.5961,62.0407,60.5853,0.144204
4,1.46,0.80,0.1084,0.7786,-104.7601,0.3036,64.0420,71.5141,50.4969,61.7065,60.7739,64.0420,72.2624,50.4969,61.7065,60.7739,0.111974
4,1.37,0.90,0.1327,0.7911,-120.2522,0.3236,64.3588,71.7418,50.5484,61.2828,60.5670,64.3588,72.3978,50.5484,61.2828,60.5670,0.086065
4,1.31,1.00,0.1561,0.8032,-134.4000,0.3430,64.3908,71.3397,50.5338,61.1135,60.5956,64.3908,71.9317,50.5338,61.1135,60.5956,0.070074
4,1.28,1.10,0.1746,0.8128,-144.7046,0.3583,64.3908,71.1159,50.4285,61.2187,60.5826,64.3908,71.6867,50.4285,61.2187,60.5826,0.065140
4,1.27,1.20,0.1812,0.8162,-148.1271,0.3637,64.6981,70.7342,51.0716,62.4680,60.5826,64.6981,71.2919,51.0716,62.4680,60.5826,0.062206
4,1.18,1.30,0.1861,0.8187,-150.5181,0.3678,64.5868,71.7612,51.8549,62.1683,60.5826,64.5868,72.2209,51.8549,62.1683,60.5826,0.042268
4,1.20,1.40,0.1902,0.8209,-174.5619,0.3712,64.5868,72.2474,51.7180,62.1501,60.5438,64.5868,82.2612,51.7180,62.1501,60.5438,20.055150
4,1.27,1.50,0.1927,0.8221,165.4125,0.3732,75.9062,80.0457,78.7704,80.7887,78.5935,75.9062,80.0457,78.7704,81.2476,78.5935,0.042119
4,1.33,1.60,0.1945,0.8231,145.3939,0.3747,75.9062,79.7656,78.7304,80.9974,78.6135,75.9062,79.7656,78.7304,81.5188,78.6135,0.054384
4,1.42,1.70,0.1958,0.8238,125.4063,0.3756,75.6754,80.5702,78.6833,80.1053,78.7135,75.6754,80.5702,78.6833,81.1805,78.7135,0.231179
4,1.51,1.80,0.1966,0.8242,108.9391,0.3605,75.6096,80.2238,78.3335,78.6410,78.6730,75.6096,80.9341,78.3335,78.6410,78.6730,0.100900
4,1.60,1.90,0.1966,0.8242,94.6171,0.3360,75.6673,80.7620,78.3753,78.7928,78.5622,75.6673,81.5532,78.3753,78.7928,78.5622,0.125187
4,1.67,2.00,0.1966,0.8242,81.1087,0.3154,75.9011,81.6104,78.2293,79.8012,78.6292,75.9011,82.4675,78.2293,79.8012,78.6292,0.146930
4,1.82,2.10,0.1966,0.8242,68.3992,0.2994,75.9011,81.5236,78.2293,81.1496,78.8563,75.9011,82.5246,78.2293,81.1496,78.8563,0.200415
4,1.97,2.20,0.1966,0.8242,50.2490,0.2581,76.0015,80.7414,78.4191,82.1152,78.8563,76.0015,83.2607,78.4191,82.1152,78.8563,1.269377
4,2.12,2.30,0.1966,0.8242,30.4817,0.2159,76.0063,80.7124,78.6513,82.0463,78.9097,76.0063,80.7124,78.6513,83.3425,78.9097,0.336009
4,2.23,2.40,0.1966,0.8242,10.8105,0.1737,76.0060,79.8792,78.3855,82.4999,78.9957,76.0060,79.8792,78.3855,83.6988,78.9957,0.287464
4,2.19,2.50,0.1966,0.8242,0.9256,0.1314,75.9406,79.8998,78.2002,82.4133,79.0265,75.9406,79.8998,78.2002,74.6490,79.0265,12.056770
4,2.02,2.60,0.1697,0.8041,-18.1519,0.1274,64.6069,74.0895,51.9592,61.4024,59.9676,64.6069,75.3723,51.9592,61.4024,59.9676,0.329154
4,1.93,2.70,0.1749,0.8111,-46.5504,0.1616,65.0461,74.6554,51.8397,61.2793,59.8357,65.0461,75.8390,51.8397,61.2793,59.8357,0.280175
4,1.85,2.80,0.1779,0.8153,-62.5399,0.1818,64.8201,75.4643,51.3234,61.2700,60.0431,64.8201,76.5613,51.3234,61.2700,60.0431,0.240672
4,1.80,2.90,0.1805,0.8189,-75.5244,0.1991,64.6886,75.9944,51.2666,62.2251,60.3033,64.6886,77.0336,51.2666,62.2251,60.3033,0.215990
4,1.76,3.00,0.1823,0.8214,-83.9721,0.2110,64.6886,74.8080,51.0961,61.9953,60.7566,64.6886,75.8239,51.0961,61.9953,60.7566,0.206448
4,1.74,3.10,0.1836,0.8231,-89.4646,0.2192,64.9432,73.6790,51.3851,62.3493,60.6754,64.9432,74.6828,51.3851,62.3493,60.6754,0.201526
4,1.73,3.20,0.1844,0.8242,-93.0343,0.2249,65.1394,74.1836,51.4158,63.1633,60.5487,65.1394,75.1679,51.4158,63.1633,60.5487,0.193784
4,1.71,3.30,0.1844,0.8242,-95.4535,0.2278,65.1394,74.6122,51.3226,62.9453,60.5764,65.1394,74.6122,75.5803,62.9453,60.5764,117.686400
4,1.70,3.40,0.1844,0.8242,-97.7561,0.2300,65.1845,73.8949,51.2127,62.0483,60.6800,65.1845,74.8597,51.2127,62.0483,60.6800,0.186155
4,1.77,3.50,0.1844,0.8242,-99.9473,0.2316,65.3477,74.0376,51.2225,63.0627,60.6569,65.3477,74.0376,75.0653,63.0627,60.6569,113.695600
4,1.70,3.60,0.1844,0.8242,-79.9463,0.2327,65.3187,74.4049,51.1852,62.7788,60.5794,65.3187,75.3624,51.1852,62.7788,60.5794,0.183348
4,1.66,3.70,0.1844,0.8242,-115.3627,0.2070,65.3187,74.7817,51.1501,62.5835,60.5404,65.3187,75.6976,51.1501,62.5835,60.5404,0.167772
4,1.64,3.80,0.1844,0.8242,-144.4081,0.1775,64.9850,74.8256,51.0512,62.6151,60.5404,64.9850,75.7153,51.0512,62.6151,60.5404,0.158325
4,1.81,3.90,0.1844,0.8242,-173.0227,0.1426,64.8779,75.8598,51.3776,62.2613,60.7450,64.8779,83.3489,51.3776,62.2613,60.7450,11.217270
4,1.84,4.00,0.1858,0.8245,159.4760,0.1050,76.1085,80.1655,79.3251,82.9813,78.8301,76.1085,80.1655,79.3251,83.9876,78.8301,0.202532
4,1.85,4.10,0.2747,0.8396,104.9734,0.1758,76.2237,80.7375,79.3213,81.9582,78.7707,76.2237,80.7375,79.3213,82.9839,78.7707,0.210420
4,1.85,4.20,0.3507,0.8525,62.2769,0.2365,76.3546,82.7614,79.3847,82.5434,78.8657,76.3546,82.7614,79.3847,83.7792,78.8657,0.305445
4,1.84,4.30,0.3957,0.8602,38.5949,0.2725,76.5300,83.3625,79.5249,82.9911,78.9064,76.5300,84.3712,79.5249,82.9911,78.9064,0.203516
4,1.84,4.40,0.4288,0.8658,22.1162,0.2989,76.8069,82.6972,79.7524,83.3352,78.7473,76.8069,84.3400,79.7524,83.3352,78.7473,0.539738
4,1.83,4.50,0.4530,0.8699,10.6294,0.3183,76.9323,84.3037,79.3030,83.4028,78.7667,76.9323,84.3037,79.3030,85.1869,78.7667,0.636594
4,1.80,4.60,0.4737,0.8734,1.3303,0.3349,76.8486,83.3695,78.9047,82.3634,78.6108,76.8486,72.7610,78.9047,82.3634,78.6108,22.507920
4,1.77,4.70,0.4860,0.8755,-3.8760,0.3447,66.5008,70.9792,55.0927,63.9572,63.6086,66.5008,70.3969,55.0927,63.9572,63.6086,0.067807
4,1.75,4.80,0.4979,0.8775,-8.6376,0.3543,63.9976,70.0390,51.9927,61.8156,60.9754,63.9976,70.9700,51.9927,61.8156,60.9754,0.173355
4,1.67,4.90,0.5047,0.8787,-11.1902,0.3597,64.2499,68.8471,51.7540,60.9543,60.8939,64.2499,69.8304,51.7540,60.9543,60.8939,0.193376
4,1.60,5.00,0.5087,0.8794,-31.2118,0.3629,64.1399,69.4511,51.3831,60.7487,60.8710,64.1399,70.3564,51.3831,60.7487,60.8710,0.163932
4,1.52,5.10,0.5117,0.8799,-51.2275,0.3653,63.8985,70.3947,51.4722,60.9200,60.9165,63.8985,71.2061,51.4722,60.9200,60.9165,0.131684
4,1.45,5.20,0.5142,0.8803,-75.2407,0.3673,63.7773,71.0724,51.7249,60.5657,60.8233,63.7773,71.8083,51.7249,60.5657,60.8233,0.108308
4,1.38,5.30,0.5157,0.8806,-95.2331,0.3683,64.3046,70.4659,51.4798,60.6139,60.8788,64.3046,71.1397,51.4798,60.6139,60.8788,0.090799
4,1.31,5.40,0.5166,0.8807,-115.2213,0.3687,64.3046,71.5143,51.9269,60.0878,60.9622,64.3046,72.1109,51.9269,60.0878,60.9622,0.071196
4,1.25,5.50,0.5166,0.8807,-135.2212,0.3687,64.0055,73.0288,51.8237,59.6072,61.0078,64.0055,73.5436,51.8237,59.6072,61.0078,0.053010
4,1.21,5.60,0.5166,0.8807,-155.2212,0.3687,63.8693,73.4657,51.6383,60.6880,60.7545,63.8693,84.5555,51.6383,60.6880,60.7545,24.596660
4,1.28,5.70,0.5166,0.8807,164.7789,0.3687,77.4117,80.4383,79.3655,84.3287,79.2885,77.4117,80.4383,79.3655,84.7653,79.2885,0.038131
4,1.35,5.80,0.5166,0.8807,144.7789,0.3687,77.5944,79.9334,79.5095,85.2939,78.7681,77.5944,79.9334,79.5095,85.7876,78.7681,0.048739
4,1.41,5.90,0.5166,0.8807,124.7789,0.3687,77.8699,80.2785,79.7394,84.4199,78.8508,77.8699,80.2785,79.7394,84.9889,78.8508,0.064766
4,1.48,6.00,0.5166,0.8807,104.7789,0.3687,78.1239,79.9257,79.7406,84.9562,78.5457,78.1239,79.9257,79.7406,85.5865,78.5457,0.079472
4,1.55,6.10,0.5166,0.8807,84.7789,0.3687,77.8127,79.1980,79.7406,83.7582,78.6472,77.8127,79.1980,79.7406,84.4672,78.6472,0.100540
4,1.63,6.20,0.5166,0.8807,64.7789,0.3687,77.8127,79.5026,79.9943,83.2054,78.7236,77.8127,83.9999,79.9943,83.2054,78.7236,4.045264
4,1.78,6.30,0.5166,0.8807,40.7789,0.3687,77.7485,79.7951,80.0415,83.3121,78.7068,84.2584,79.7951,80.0415,83.3121,78.7068,8.475688
4,1.87,6.40,0.4524,0.9356,25.4625,0.3379,77.6085,81.6994,79.5780,83.2195,77.9800,77.6085,81.6994,79.5780,84.2585,77.9800,0.215908
4,1.89,6.50,0.3954,0.9843,10.3610,0.3127,77.6410,82.1005,79.1265,83.3891,78.0985,77.6410,82.1005,79.1265,84.4469,78.0985,0.223756
4,1.89,6.60,0.3230,1.0462,16.7363,0.2847,77.1588,81.7495,78.7039,83.8473,78.1750,77.1588,81.7495,78.7039,84.8943,78.1750,0.219212
4,1.86,6.70,0.3004,1.0655,27.8905,0.2670,77.1588,81.1973,78.6973,84.0119,78.3468,77.1588,81.1973,78.6973,85.0273,78.3468,0.206209
4,1.81,6.80,0.2839,1.0796,39.2668,0.2613,77.2956,82.4328,79.6643,84.4460,78.5726,77.2956,82.4328,79.6643,85.4142,78.5726,0.187459
4,1.77,6.90,0.2718,1.0900,49.1050,0.2652,77.2956,82.9728,79.4486,84.5136,78.7111,77.2956,82.9728,79.4486,85.4410,78.7111,0.172034
4,1.67,7.00,0.2629,1.0976,56.0042,0.2728,77.1972,84.2074,79.9365,84.8501,78.4126,77.1972,84.2074,85.6743,84.8501,78.4126,6.584611
4,1.56,7.10,0.2564,1.1032,80.7801,0.2808,77.2452,84.1894,80.0291,84.5724,78.4712,77.2452,84.1894,80.0291,85.2888,78.4712,0.102670
4,1.50,7.20,0.2508,1.1079,108.6337,0.2891,77.5870,84.0498,80.0547,85.0207,78.8299,77.5870,84.0498,80.0547,85.6738,78.8299,0.085306
4,1.52,7.30,0.2475,1.1108,122.8110,0.2946,77.7314,83.9079,79.9565,85.1487,78.8237,77.7314,83.9079,79.9565,85.8178,78.8237,0.089532
4,1.56,7.40,0.2450,1.1128,130.3893,0.2731,77.4989,82.9241,80.0547,84.8096,78.8237,77.4989,82.9241,80.0547,85.5218,78.8237,0.101436
4,1.60,7.50,0.2430,1.1146,138.9048,0.2388,77.5910,82.3606,80.0222,85.4535,78.8366,77.5910,82.3606,80.0222,86.2014,78.8366,0.111865
4,1.63,7.60,0.2417,1.1157,145.8165,0.2061,77.6352,82.7560,79.8644,85.7765,78.8262,77.6352,82.7560,79.8644,86.5477,78.8262,0.118936
4,1.63,7.70,0.2408,1.1164,155.0920,0.1773,77.8856,83.2474,80.0357,83.9840,79.0445,77.8856,83.2474,80.0357,84.7777,79.0445,0.125985
4,1.63,7.80,0.2408,1.1164,167.3831,0.1543,77.6386,82.2706,80.1174,84.1116,79.1667,77.6386,82.2706,80.1174,72.7721,79.1667,25.717030
4,1.62,7.90,0.2408,1.1164,-177.0306,0.1405,64.0544,72.1007,50.9961,60.6725,61.1154,64.0544,73.0035,50.9961,60.6725,61.1154,0.163018
4,1.62,8.00,0.2408,1.1164,-179.6401,0.1387,64.0544,70.3286,51.6030,60.9218,61.0739,64.0544,84.8664,51.6030,60.9218,61.0739,42.269370
4,1.63,8.10,0.2408,1.1164,174.9773,0.1476,77.6541,84.0646,79.8654,83.7091,79.4021,77.6541,84.0646,79.8654,84.8575,79.4021,0.263778
4,1.66,8.20,0.2408,1.1164,164.2460,0.1595,77.5540,83.3113,79.8654,84.1741,79.1378,77.5540,84.9910,79.8654,84.1741,79.1378,0.564291
4,1.74,8.30,0.2408,1.1164,150.1179,0.1705,77.6886,83.4556,79.8239,84.4661,79.0913,77.6886,83.4556,79.8239,85.3596,79.0913,0.159650
4,1.79,8.40,0.2408,1.1164,116.4993,0.1868,77.6906,83.1838,79.9253,84.8399,79.0815,77.6906,83.1838,79.9253,85.7795,79.0815,0.176563
4,1.85,8.50,0.2408,1.1164,98.2541,0.1923,78.1313,82.0399,79.5889,85.0151,79.1462,78.1313,82.0399,79.5889,86.0185,79.1462,0.201385
4,1.96,8.60,0.2408,1.1164,75.6766,0.1971,78.2536,81.2699,80.6079,84.1437,79.0513,78.2536,81.2699,80.6079,85.2622,79.0513,0.250212
4,2.02,8.70,0.2408,1.1164,40.9641,0.2018,78.3720,80.2995,80.9806,84.4507,79.0513,78.3720,80.2995,80.9806,85.6279,79.0513,0.277175
4,2.03,8.80,0.2408,1.1164,21.4093,0.2034,78.3720,80.7420,81.2016,84.6367,79.0579,78.3720,80.7420,81.2016,85.8227,79.0579,0.281292
4,2.03,8.90,0.2408,1.1164,17.4854,0.2047,78.3636,80.4990,81.2699,84.5848,79.2690,78.3636,80.4990,81.2699,85.7686,79.2690,0.280294
4,2.03,9.00,0.2408,1.1164,17.7192,0.2056,78.3098,80.9753,81.3387,83.4013,79.3148,78.3098,80.9753,81.3387,84.5951,79.3148,0.285007
4,2.03,9.10,0.2408,1.1164,17.8895,0.2063,77.6951,79.6756,81.3387,83.9745,79.4156,77.6951,79.6756,81.3387,85.1609,79.4156,0.281495
4,2.03,9.20,0.2408,1.1164,18.0343,0.2069,77.6612,79.6989,81.0513,83.6054,79.4190,77.6612,79.6989,81.0513,84.7953,79.4190,0.283145
4,2.03,9.30,0.2408,1.1164,18.0536,0.2070,77.4728,82.1357,81.1133,84.1449,79.5120,77.4728,82.1357,81.1133,85.3293,79.5120,0.280580
4,2.08,9.40,0.2408,1.1164,18.0536,0.2070,77.7199,81.5122,81.2368,84.1942,79.6287,77.7199,98.5362,81.2368,84.1942,79.6287,57.962910
4,2.79,9.50,0.2408,1.1164,-1.9463,0.2070,80.4989,77.2260,73.1152,97.3237,80.9941,80.4989,77.2260,73.1152,85.9043,80.9941,26.080690
4,2.18,9.60,0.3869,1.1393,-3.0270,0.1331,70.9963,75.2965,61.2088,84.1015,69.8555,70.9963,75.2965,61.2088,75.7883,69.8555,13.821920
4,2.02,9.70,0.4602,1.1542,-22.7565,0.1274,64.1551,75.1480,50.5598,62.9924,60.9368,64.1551,76.4160,50.5598,62.9924,60.9368,0.321548
1,1.52,9.80,0.4851,1.1631,-49.8789,0.1616,64.0171,75.4716,50.5315,64.1031,60.9220,64.0171,94.3632,50.5315,64.1031,60.9220,71.378980
1,1.52,9.90,-0.6971,0.4245,0.0000,0.7392,91.8527,78.0688,85.6396,93.5377,93.3991,91.8527,78.0688,85.6396,94.1239,93.3991,0.068733
2,1.52,0.00,-0.6971,0.4245,0.0000,0.7392,91.8923,77.8856,85.6364,94.3222,93.6008,91.8923,77.8856,85.6364,94.9005,93.6008,0.066904
2,1.52,0.10,-0.6971,0.4245,0.0000,0.7392,91.9519,77.7110,85.6153,94.6699,93.5607,91.9519,77.7110,85.6153,95.2448,93.5607,0.066103
2,1.52,0.20,-0.6971,0.4245,0.0000,0.7392,92.1370,78.2181,85.4301,94.9284,93.4544,92.1370,78.2181,85.4301,95.5008,93.4544,0.065510
2,1.52,0.30,-0.6971,0.4245,0.0000,0.7392,92.2781,78.7225,85.3423,95.3266,93.5664,92.2781,78.7225,85.3423,95.8949,93.5664,0.064601
2,1.52,0.40,-0.6971,0.4245,0.0000,0.7392,92.3179,78.8031,85.3552,94.8440,93.5276,92.3179,78.8031,85.3552,95.4171,93.5276,0.065702
2,1.52,0.50,-0.6971,0.4245,0.0000,0.7392,92.1419,79.4601,85.4909,94.5221,93.6490,92.1419,79.4601,85.4909,95.0985,93.6490,0.066442
2,1.02,0.60,-0.6971,0.4245,0.0000,0.7392,92.1671,79.3515,85.3429,95.0002,93.6258,92.1671,79.3515,85.3429,95.0718,93.6258,0.001025
2,1.10,0.70,-0.6971,0.4245,0.0000,0.7392,91.6408,79.6587,84.8777,93.9064,92.9804,91.6408,73.4222,84.8777,93.9064,92.9804,7.778624
2,1.36,0.80,-0.6971,0.4245,-20.0000,0.6653,63.9218,73.6226,52.1334,63.3642,61.2768,74.2510,73.6226,52.1334,63.3642,61.2768,21.338460
2,1.48,0.90,-0.6178,0.4534,-21.5001,0.5519,63.7432,73.8661,52.5090,63.4067,61.2971,63.7432,74.6104,52.5090,63.4067,61.2971,0.110788
2,1.55,1.00,-0.5473,0.4791,-43.4599,0.4517,63.6914,74.4849,51.5728,65.3939,61.5078,63.6914,75.2949,51.5728,65.3939,61.5078,0.131229
2,1.59,1.10,-0.4871,0.5010,-69.9830,0.3667,63.6914,74.9053,51.5369,64.3772,61.5405,63.6914,74.9053,51.5369,64.3772,75.7502,40.383670
2,1.62,1.20,-0.4515,0.5140,-91.8093,0.3079,63.6885,75.2481,51.5148,64.7210,61.4704,63.6885,76.1166,51.5148,64.7210,61.4704,0.150858
2,1.65,1.30,-0.4253,0.5235,-114.6833,0.2542,63.8669,75.4185,51.4856,65.3486,61.4820,63.8669,76.3175,51.4856,65.3486,61.4820,0.161668
2,1.70,1.40,-0.4061,0.5305,-134.3602,0.2037,63.8669,76.1689,51.4729,65.0887,61.4421,63.8669,77.1039,51.4729,65.0887,61.4421,0.174864
2,1.74,1.50,-0.3897,0.5365,-150.7992,0.1532,64.0699,76.4563,51.4333,64.5681,61.4421,64.0699,77.4309,51.4333,64.5681,61.4421,0.190000
2,1.71,1.60,-0.3800,0.5400,-159.3689,0.1169,64.0207,76.6156,51.8703,66.5813,61.3994,64.0207,76.6156,51.8703,80.8908,61.3994,40.952320
2,1.75,1.70,-0.4239,0.5301,170.3394,0.1367,78.2486,79.7445,80.0249,78.7868,79.4753,78.2486,79.7445,80.9787,78.7868,79.4753,0.181919
2,1.78,1.80,-0.5102,0.5077,113.6313,0.2022,78.1632,80.5652,80.0509,79.7611,79.4924,78.1632,80.5652,81.5432,79.7611,79.4924,0.445357
2,1.80,1.90,-0.5736,0.4913,72.6556,0.2507,78.2175,80.1102,80.0675,79.1933,79.4968,78.2175,81.1130,80.0675,79.1933,79.4968,0.201112
2,1.81,2.00,-0.6278,0.4772,39.0497,0.2924,78.0917,81.0681,79.7269,79.2202,79.2747,78.0917,82.0700,79.7269,79.2202,79.2747,0.200752
2,1.82,2.10,-0.6599,0.4689,20.1282,0.3171,77.9297,80.6939,79.4316,80.1853,79.1178,77.9297,81.7037,79.4316,80.1853,79.1178,0.203941
2,1.79,2.20,-0.6834,0.4628,6.8859,0.3352,77.9347,81.6448,79.4813,80.9770,79.1792,77.9347,81.6448,79.4813,80.9770,74.7484,3.926387
2,1.75,2.30,-0.7035,0.4575,-3.8563,0.3507,65.1407,72.2069,53.0063,63.9299,62.1115,65.1407,73.0064,53.0063,63.9299,62.1115,0.127823
2,1.71,2.40,-0.7174,0.4539,-10.8401,0.3614,64.8086,71.5621,52.7601,63.0164,61.6320,64.8086,72.5609,52.7601,63.0164,61.6320,0.199509
2,1.70,2.50,-0.7270,0.4514,-15.3777,0.3688,64.9814,70.1102,52.7931,63.5688,61.8251,64.9814,71.1054,52.7931,63.5688,61.8251,0.198079
2,1.74,2.60,-0.7327,0.4500,-17.9177,0.3732,65.0978,71.1925,52.6299,63.3728,61.7297,65.0978,71.1925,84.5623,63.3728,61.7297,203.935300
2,1.68,2.70,-0.7369,0.4489,2.1260,0.3764,77.6004,82.9693,79.4560,82.7047,79.1115,77.6004,72.9393,79.4560,82.7047,79.1115,20.120330
2,1.61,2.80,-0.7404,0.4480,-18.0619,0.3792,65.4184,70.0423,52.3690,62.8735,61.6554,65.4184,70.9544,52.3690,62.8735,61.6554,0.166380
2,1.54,2.90,-0.7425,0.4474,-38.0403,0.3808,65.2922,70.1762,52.4975,62.2961,61.5281,65.2922,71.0178,52.4975,62.2961,61.5281,0.141665
2,1.48,3.00,-0.7441,0.4470,-58.0335,0.3819,65.2922,68.3792,52.6520,61.3422,61.4125,65.2922,69.1708,52.6520,61.3422,61.4125,0.125308
2,1.41,3.10,-0.7452,0.4467,-78.0590,0.3825,65.1504,68.8346,52.5793,60.6422,61.3049,65.1504,69.5545,52.5793,60.6422,61.3049,0.103632
2,1.34,3.20,-0.7452,0.4467,-98.0590,0.3825,65.3584,69.7323,52.6182,60.7690,61.2729,65.3584,70.3765,52.6182,60.7690,61.2729,0.082996
2,1.26,3.30,-0.7452,0.4467,-118.0590,0.3825,65.4633,70.3987,52.5225,61.0535,61.1649,65.4633,70.9562,52.5225,61.0535,61.1649,0.062167
2,1.14,3.40,-0.7452,0.4467,-142.0590,0.3825,65.2127,67.8257,52.3622,61.1963,60.9104,65.2127,68.2890,52.3622,61.1963,60.9104,0.042921
2,1.20,3.50,-0.7452,0.4467,-178.0591,0.3825,64.8288,68.0137,52.2442,60.1474,60.6766,64.8288,86.7851,52.2442,60.1474,60.6766,70.473790
2,1.26,3.60,-0.7452,0.4467,161.9409,0.3825,78.0355,86.7963,79.3167,86.1693,80.5258,78.0355,87.1902,79.3167,86.1693,80.5258,0.031038
2,1.34,3.70,-0.7452,0.4467,141.9408,0.3825,77.7026,86.3580,79.5888,86.2729,80.7376,77.7026,86.8363,79.5888,86.2729,80.7376,0.045759
2,1.41,3.80,-0.7452,0.4467,117.9408,0.3825,77.7026,85.2497,79.4245,85.1526,80.6273,77.7026,85.8058,79.4245,85.1526,80.6273,0.061844
2,1.53,3.90,-0.7452,0.4467,97.9408,0.3825,77.8310,84.5757,79.2678,84.3400,80.6309,77.8310,85.2585,79.2678,84.3400,80.6309,0.093247
2,1.60,4.00,-0.7452,0.4467,61.9408,0.3825,78.0653,83.3938,79.2399,83.4185,80.7963,78.0653,84.1796,79.2399,83.4185,80.7963,0.123505
2,1.66,4.10,-0.7452,0.4467,41.9408,0.3825,77.9522,83.1068,79.3131,83.4311,80.7158,77.9522,83.1068,79.3131,84.2587,80.7158,0.136984
2,1.74,4.20,-0.7452,0.4467,21.9408,0.3825,77.9522,83.2985,78.7126,83.9905,80.8210,77.9522,83.2985,78.7126,88.6663,80.8210,4.372757
