Episode,Reward,Timer,Input_PosX,Input_PosY,Input_Angle,Input_DistNorm,Output_Accelerate,Output_TurnLeft,Output_TurnRight,Output_Dash,Output_Skill,Target_Accelerate,Target_TurnLeft,Target_TurnRight,Target_Dash,Target_Skill,Loss
4,1.58,2.80,0.3784,0.0169,102.7180,0.2866,23.6187,21.8183,20.7174,26.6545,24.1878,23.6187,21.8183,20.7174,27.9728,24.1878,0.347548
4,1.58,2.90,0.3793,0.0168,102.7917,0.2863,23.6187,22.0399,20.5754,26.2539,24.1878,23.6187,22.0399,20.5754,27.5761,24.1878,0.349663
4,1.58,3.00,0.3793,0.0168,102.7917,0.2863,23.6695,21.7614,20.7817,25.8825,24.1878,23.6695,21.7614,20.7817,27.2084,24.1878,0.351630
4,1.58,3.10,0.3793,0.0168,102.7917,0.2863,23.6695,21.6383,20.4526,25.5539,24.1878,23.6695,21.6383,20.4526,26.8831,24.1878,0.353375
4,1.58,3.20,0.3793,0.0168,102.7917,0.2863,23.4227,21.8706,20.3900,24.8347,24.1878,23.4227,21.8706,20.3900,26.1711,24.1878,0.357210
4,1.58,3.30,0.3793,0.0168,102.7917,0.2863,23.3364,21.4097,20.4843,24.6099,23.9708,23.3364,21.4097,20.4843,25.9486,23.9708,0.358412
4,1.58,3.40,0.3793,0.0168,102.7917,0.2863,23.0462,21.4940,20.2032,23.4465,23.9708,23.0462,21.4940,20.2032,25.3158,23.9708,0.698884
4,1.58,3.50,0.3793,0.0168,102.7917,0.2863,23.0462,21.1977,19.8693,24.1678,23.9708,23.0462,21.1977,19.8693,24.1678,25.5109,0.474396
4,1.58,3.60,0.3793,0.0168,102.7917,0.2863,23.0462,20.8962,19.7141,24.4582,23.4343,23.0462,20.8962,19.7141,25.7984,23.4343,0.359224
4,1.58,3.70,0.3793,0.0168,102.7917,0.2863,22.8639,20.6331,19.1878,24.9810,23.4903,22.8639,20.6331,19.1878,26.3160,23.4903,0.356428
4,1.58,3.80,0.3793,0.0168,102.7917,0.2863,22.6845,20.5423,19.4263,24.3956,23.4903,22.6845,20.5423,19.4263,25.7364,23.4903,0.359561
4,1.58,3.90,0.3793,0.0168,102.7917,0.2863,22.7201,20.2544,19.1964,24.4550,23.5197,22.7201,20.2544,19.1964,25.7952,23.5197,0.359242
4,1.58,4.00,0.3793,0.0168,102.7917,0.2863,22.7201,20.1416,18.5871,23.2875,23.5197,22.7201,20.1416,18.5871,24.8693,23.5197,0.500387
4,1.58,4.10,0.3793,0.0168,102.7917,0.2863,22.7995,20.2637,18.2526,23.2782,23.3997,22.7995,20.2637,18.2526,23.2782,24.7505,0.364922
4,1.58,4.20,0.3793,0.0168,102.7917,0.2863,22.7437,20.1037,18.2041,23.7400,23.4327,22.7437,20.1037,18.2041,23.7400,25.0873,0.547557
4,1.58,4.30,0.3793,0.0168,102.7917,0.2863,22.8121,20.0001,18.0655,23.5733,23.4779,22.8121,20.0001,18.0655,24.9223,23.4779,0.363984
4,1.58,4.40,0.3793,0.0168,102.7917,0.2863,22.9998,19.8842,18.7076,23.0807,23.4890,22.9998,19.8842,18.7076,24.8389,23.4890,0.618240
4,1.58,4.50,0.3793,0.0168,102.7917,0.2863,22.9998,19.7731,18.9001,23.9309,23.2875,22.9998,19.7731,18.9001,23.9309,25.2764,0.791141
4,1.58,4.60,0.3793,0.0168,102.7917,0.2863,22.3256,19.9825,18.8040,24.1905,23.0180,22.3256,19.9825,18.8040,25.5334,23.0180,0.360661
4,1.58,4.70,0.3793,0.0168,102.7917,0.2863,22.1509,19.9077,18.9334,24.5847,22.8857,22.1509,19.9077,18.9334,25.9236,22.8857,0.358547
4,1.58,4.80,0.3793,0.0168,102.7917,0.2863,22.3978,20.0043,19.0427,24.5345,22.6315,22.3978,20.0043,19.0427,25.8739,22.6315,0.358817
4,1.58,4.90,0.3793,0.0168,102.7917,0.2863,22.4409,19.8915,19.2555,23.3386,22.4692,22.4409,19.8915,19.2555,24.6900,22.4692,0.365252
4,1.65,5.00,0.3793,0.0168,102.7917,0.2863,22.5634,19.7092,19.0170,23.3333,22.5989,22.5634,24.7514,19.0170,23.3333,22.5989,5.084753
4,1.72,5.10,0.3793,0.0168,82.7917,0.2863,22.5634,20.5560,19.1520,23.0779,22.7450,22.5634,20.5560,19.1520,24.5653,22.7450,0.442432
4,1.78,5.20,0.3793,0.0168,62.7917,0.2863,22.5991,20.4425,19.3595,23.7193,22.5333,22.5991,20.4425,19.3595,25.2668,22.5333,0.479004
4,1.85,5.30,0.3793,0.0168,42.7917,0.2863,22.5301,20.6922,19.4501,24.2291,22.6728,22.5301,20.6922,19.4501,25.8383,22.6728,0.517875
4,1.92,5.40,0.3793,0.0168,22.7917,0.2863,22.6534,20.8751,19.2340,23.7157,22.7147,22.6534,20.8751,19.2340,25.3446,22.7147,0.530663
4,2.67,5.50,0.3793,0.0168,2.7916,0.2863,22.7482,21.0263,19.4940,24.8351,22.5107,22.7482,21.0263,19.4940,26.7545,22.5107,0.736829
4,2.81,5.60,0.5099,0.1369,1.2518,0.1977,22.4727,21.4399,18.8717,24.9118,22.4153,22.4727,21.4399,18.8717,28.0180,22.4153,1.929676
4,2.18,5.70,0.6186,0.2370,3.6589,0.1241,22.6652,20.9827,19.5808,25.2093,22.9503,22.6652,20.9827,19.5808,22.4632,22.9503,1.508223
4,2.04,5.80,0.6711,0.2735,-19.8105,0.1341,10.9410,20.1662,-0.0344,2.5251,4.8642,10.9410,22.0061,-0.0344,2.5251,4.8642,0.677009
4,1.93,5.90,0.6881,0.2788,-42.7195,0.1618,10.8695,20.4416,-0.2424,2.0377,4.8642,10.8695,22.1665,-0.2424,2.0377,4.8642,0.595049
4,1.81,6.00,0.7026,0.2834,-61.4838,0.1854,10.8695,20.6438,-0.3764,1.4128,4.8642,10.8695,22.2483,-0.3764,1.4128,4.8642,0.514885
4,1.77,6.10,0.7186,0.2885,-80.6210,0.2115,10.8695,21.1795,-0.4001,0.9051,4.8642,10.8695,21.1795,-0.4001,22.7427,4.8642,95.376270
4,1.75,6.20,0.7236,0.2901,-86.2002,0.2197,10.6491,21.2266,-0.1493,0.9787,5.3480,10.6491,22.7686,-0.1493,0.9787,5.3480,0.475563
4,1.74,6.30,0.7266,0.2910,-89.3252,0.2246,10.4003,21.4457,0.1669,0.5651,5.6292,10.4003,21.4457,0.1669,22.9683,5.6292,100.380200
4,1.73,6.40,0.7292,0.2918,-91.8565,0.2288,10.2978,21.4724,0.9039,0.1918,5.6292,10.2978,22.9848,0.9039,0.1918,5.6292,0.457471
4,1.66,6.50,0.7307,0.2923,-93.2731,0.2313,10.4132,21.3047,0.8049,-0.3006,5.9235,10.4132,22.7484,0.8049,-0.3006,5.9235,0.416845
4,1.59,6.60,0.7318,0.2927,-113.2454,0.2331,10.4923,20.7642,1.0886,-0.7883,6.2492,10.4923,22.1426,1.0886,-0.7883,6.2492,0.380016
4,1.47,6.70,0.7318,0.2927,-133.2890,0.2348,10.2611,20.5539,1.3628,-0.4102,6.4346,21.8216,20.5539,1.3628,-0.4102,6.4346,26.729130
4,1.35,6.80,0.6482,0.2806,-159.9347,0.2668,10.1733,20.4365,1.6372,-0.3491,6.4947,10.1733,29.7419,1.6372,-0.3491,6.4947,17.318210
4,1.38,6.90,0.5741,0.2699,175.4155,0.2974,23.5741,20.9945,17.8416,26.6579,21.2705,23.5741,20.9945,17.8416,26.6579,27.7695,8.447312
4,1.41,7.00,0.5106,0.2608,148.1500,0.3248,23.5741,20.7952,18.0016,26.4065,21.5030,23.5741,20.7952,18.0016,27.5545,21.5030,0.263599
4,1.45,7.10,0.4731,0.2553,126.4567,0.3411,23.3946,21.1811,18.5106,27.1700,21.5030,23.3946,21.1811,18.5106,28.3525,21.5030,0.279679
4,1.50,7.20,0.4455,0.2514,105.3118,0.3532,23.4842,20.9758,18.6797,27.8735,21.7406,23.4842,20.9758,18.6797,29.0973,21.7406,0.299553
4,1.56,7.30,0.4253,0.2484,84.5204,0.3621,23.5652,20.7586,18.3613,27.2567,21.7406,23.5652,20.7586,18.3613,28.5397,21.7406,0.329240
4,1.61,7.40,0.4104,0.2463,63.9640,0.3687,23.1869,20.5531,18.4148,27.5724,21.5923,23.1869,20.5531,18.4148,28.9089,21.5923,0.357230
4,1.66,7.50,0.3995,0.2447,43.5682,0.3736,23.1735,20.3363,19.1906,26.5004,21.5923,23.1735,20.3363,19.1906,27.8933,21.5923,0.388033
4,1.65,7.60,0.3916,0.2436,27.3382,0.3772,23.2413,20.2342,19.0922,26.0378,21.5923,23.2413,20.2342,19.0922,27.4259,21.5923,0.385329
4,1.64,7.70,0.3814,0.2421,26.9741,0.3817,23.6204,20.4301,18.9045,25.9164,21.6677,23.6204,20.4301,18.9045,27.3009,21.6677,0.383358
4,1.64,7.80,0.3763,0.2414,26.8010,0.3840,23.3668,20.1901,18.4672,27.0208,21.7635,23.3668,20.1901,18.4672,28.3926,21.7635,0.376329
4,1.64,7.90,0.3745,0.2411,26.7397,0.3848,23.5352,20.6192,17.7140,27.7772,21.5679,23.5352,20.6192,17.7140,29.1402,21.5679,0.371507
4,1.64,8.00,0.3732,0.2409,26.6949,0.3854,23.3708,20.8615,17.4719,26.0207,21.6923,23.3708,20.8615,17.4719,27.4002,21.6923,0.380650
4,1.64,8.10,0.3727,0.2409,26.6805,0.3856,23.4644,20.8301,17.4719,26.7563,21.9734,23.4644,20.8301,17.4719,28.1285,21.9734,0.376601
4,1.64,8.20,0.3727,0.2409,26.6805,0.3856,23.5503,20.8091,17.6501,27.1820,22.1804,23.5503,20.8091,17.6501,28.5499,22.1804,0.374268
4,1.64,8.30,0.3727,0.2409,26.6805,0.3856,23.6903,21.1485,17.3510,26.2293,22.4698,23.6903,21.1485,17.3510,27.6068,22.4698,0.379499
4,1.64,8.40,0.3727,0.2409,26.6805,0.3856,23.8233,21.6182,17.7062,26.0668,22.2297,23.8233,21.6182,17.7062,27.4459,22.2297,0.380395
4,1.64,8.50,0.3727,0.2409,26.6805,0.3856,24.2790,21.5685,17.4088,26.4783,22.3275,24.2790,21.5685,17.4088,27.8533,22.3275,0.378129
4,1.64,8.60,0.3727,0.2409,26.6805,0.3856,24.1557,21.3816,17.5373,25.6515,22.3275,24.1557,21.3816,17.5373,27.0347,22.3275,0.382689
4,1.64,8.70,0.3727,0.2409,26.6805,0.3856,24.1991,21.3038,17.6038,26.3485,22.0820,24.1991,21.3038,17.6038,27.7248,22.0820,0.378843
4,1.64,8.80,0.3727,0.2409,26.6805,0.3856,24.2631,21.5444,17.4918,27.1237,22.4357,24.2631,21.5444,17.4918,28.4923,22.4357,0.374587
4,1.64,8.90,0.3727,0.2409,26.6805,0.3856,24.4977,21.3792,17.8689,28.1439,22.5939,24.4977,21.3792,17.8689,29.5022,22.5939,0.369023
4,1.64,9.00,0.3727,0.2409,26.6805,0.3856,24.2486,21.7663,18.1675,27.5487,22.7154,24.2486,21.7663,18.1675,28.9130,22.7154,0.372264
4,1.64,9.10,0.3727,0.2409,26.6805,0.3856,24.3404,21.8547,18.1675,27.1370,22.7154,24.3404,21.8547,18.1675,28.5054,22.7154,0.374515
4,1.64,9.20,0.3727,0.2409,26.6805,0.3856,24.4094,22.2556,17.9246,27.3975,22.7944,24.4094,22.2556,17.9246,28.7633,22.7944,0.373090
4,1.64,9.30,0.3727,0.2409,26.6805,0.3856,24.3524,22.1308,17.9246,27.2239,22.7944,24.3524,22.1308,17.9246,28.5915,22.7944,0.374039
4,1.64,9.40,0.3727,0.2409,26.6805,0.3856,24.4987,22.0384,17.9720,27.0609,22.7476,24.4987,22.0384,17.9720,28.4301,22.7476,0.374931
4,1.64,9.50,0.3727,0.2409,26.6805,0.3856,24.6487,22.2572,18.3971,27.2740,22.8463,24.6487,22.2572,18.3971,28.6410,22.8463,0.373765
4,1.64,9.60,0.3727,0.2409,26.6805,0.3856,24.7097,21.7921,18.4773,27.8311,23.1013,24.7097,21.7921,18.4773,29.1926,23.1013,0.370725
4,1.64,9.70,0.3727,0.2409,26.6805,0.3856,24.8438,21.6677,18.9150,27.1440,23.1898,24.8438,21.6677,18.9150,28.5123,23.1898,0.374476
4,1.64,9.80,0.3727,0.2409,26.6805,0.3856,24.8904,21.9744,18.3550,27.4422,23.3507,24.8904,21.9744,18.3550,28.8076,23.3507,0.372846
4,1.64,9.90,0.3727,0.2409,26.6805,0.3856,25.0852,21.3466,18.2712,27.2944,23.0930,25.0852,21.3466,18.2712,28.6613,23.0930,0.373653
5,1.64,0.00,0.3727,0.2409,26.6805,0.3856,25.2084,21.4804,18.8159,28.1808,23.1829,25.2084,21.4804,18.8159,29.5388,23.1829,0.368823
5,1.64,0.10,0.3727,0.2409,26.6805,0.3856,25.3459,21.8829,18.8792,27.8796,23.0331,25.3459,21.8829,18.8792,29.2406,23.0331,0.370460
5,1.64,0.20,0.3727,0.2409,26.6805,0.3856,25.1248,21.7210,18.4228,27.5628,23.0331,25.1248,21.7210,18.4228,28.9270,23.0331,0.372187
5,1.64,0.30,0.3727,0.2409,26.6805,0.3856,25.2676,21.4443,19.0788,27.8657,23.1470,25.2676,21.4443,19.0788,29.2268,23.1470,0.370536
5,1.71,0.40,0.3727,0.2409,26.6805,0.3856,25.2574,21.3477,19.5657,26.4313,23.1470,25.2574,27.8732,19.5657,26.4313,23.1470,8.516418
5,2.44,0.50,0.3727,0.2409,6.6805,0.3856,25.4229,21.3985,19.7158,27.0733,23.4753,25.4229,21.3985,19.7158,28.9626,23.4753,0.713875
5,2.58,0.60,0.5031,0.3106,1.5777,0.3123,25.3989,22.0957,18.8909,26.9642,23.3105,25.3989,22.0957,18.8909,29.5409,23.3105,1.327918
5,2.20,0.70,0.6334,0.3804,4.1193,0.2394,25.3095,21.9244,19.5900,27.0532,23.2107,25.3095,21.9244,19.5900,28.9984,23.2107,0.756795
5,2.25,0.80,0.7861,0.4622,10.1223,0.1552,25.3163,21.8231,20.0535,26.2262,23.3042,25.3163,21.8231,20.0535,28.2149,23.3042,0.791014
5,2.75,0.90,0.8611,0.5023,16.2500,0.1151,25.3532,22.2773,20.4394,26.7307,23.3786,25.3532,22.2773,20.4394,28.5733,23.3786,0.678969
5,4.08,1.00,0.8915,0.5028,1.5503,0.1276,24.8909,22.2172,19.9125,25.3905,23.0266,24.8909,22.2172,19.9125,4.0791,23.0266,90.834470
1,1.52,1.10,0.9050,0.4843,-28.1620,0.1667,9.4992,19.8783,0.0394,1.6092,5.3700,9.4992,38.5706,0.0394,1.6092,5.3700,69.880750
1,1.52,1.20,-0.6971,0.4245,0.0000,0.7392,29.2488,22.9235,26.9013,38.2496,26.5659,29.2488,22.9235,26.9013,39.3887,26.5659,0.259513
1,1.52,1.30,-0.6971,0.4245,0.0000,0.7392,29.3032,22.8423,26.7251,37.0472,26.6553,29.3032,22.8423,26.7251,38.1984,26.6553,0.265019
1,1.52,1.40,-0.6971,0.4245,0.0000,0.7392,29.5070,22.8526,26.5844,38.2363,26.7360,29.5070,22.8526,26.5844,39.3756,26.7360,0.259572
1,1.52,1.50,-0.6971,0.4245,0.0000,0.7392,29.4082,22.6090,26.7113,38.2969,26.8259,29.4082,22.6090,26.7113,39.4356,26.8259,0.259296
1,1.52,1.60,-0.6971,0.4245,0.0000,0.7392,29.5256,22.4309,26.5760,37.3333,27.1928,29.5256,22.4309,26.5760,38.4816,27.1928,0.263705
1,1.52,1.70,-0.6971,0.4245,0.0000,0.7392,29.8020,22.8114,26.9038,37.0031,27.2544,29.8020,22.8114,26.9038,38.1546,27.2544,0.265222
1,1.52,1.80,-0.6971,0.4245,0.0000,0.7392,29.8024,22.8769,26.8430,36.9614,27.2548,29.8024,22.8769,26.8430,38.1134,27.2548,0.265414
1,1.02,1.90,-0.6971,0.4245,0.0000,0.7392,29.8033,22.6895,26.9212,37.3547,27.3110,29.8033,22.6895,26.9212,38.0027,27.3110,0.083994
1,1.77,2.00,-0.6971,0.4245,0.0000,0.7392,29.8036,22.9067,27.0064,36.8118,27.1577,29.8036,22.9067,27.0064,38.0711,27.1577,0.317202
1,1.92,2.10,-0.5197,0.4245,0.0000,0.6505,29.7571,22.8405,27.0154,37.0459,26.6956,29.7571,22.8405,27.0154,38.4025,26.6956,0.368076
1,2.06,2.20,-0.3719,0.4245,0.0000,0.5766,29.6519,22.4506,27.2107,37.5742,26.4226,29.6519,22.4506,27.2107,38.9147,26.4226,0.359394
1,2.15,2.30,-0.2091,0.4245,0.0000,0.4952,29.4622,22.4973,27.0611,36.8415,26.3637,38.3003,22.4973,27.0611,36.8415,26.3637,15.622150
1,2.21,2.40,-0.1077,0.4245,0.0000,0.4445,29.3680,22.1473,26.5473,37.3840,26.3882,29.3680,22.1473,26.5473,38.9221,26.3882,0.473123
1,2.25,2.50,-0.0372,0.4245,0.0000,0.4093,29.0535,22.3902,26.1815,36.2570,26.3248,29.0535,22.3902,26.1815,37.8774,26.3248,0.525139
1,2.29,2.60,0.0144,0.4245,0.0000,0.3834,28.9229,22.7109,26.2065,36.1518,26.2115,28.9229,22.7109,26.2065,37.8483,26.2115,0.575606
1,2.31,2.70,0.0524,0.4245,0.0000,0.3644,28.6714,22.5271,26.1537,35.6772,26.1157,28.6714,22.5271,26.1537,37.4468,26.1157,0.626286
1,2.33,2.80,0.0802,0.4245,0.0000,0.3505,28.5906,22.3872,25.7826,34.5890,26.2138,28.5906,22.3872,25.7826,36.4295,26.2138,0.677482
1,1.84,2.90,0.1007,0.4245,0.0000,0.3403,28.5407,22.5621,25.5955,34.6792,26.2482,28.5407,22.5621,25.5955,36.0468,26.2482,0.374034
1,2.55,3.00,0.1181,0.4245,0.0000,0.3316,28.2209,22.9280,25.4180,35.1289,26.2479,28.2209,22.9280,25.4180,35.9472,26.2479,0.133934
1,2.70,3.10,0.2660,0.4245,0.0000,0.2576,27.6278,23.1689,24.7706,34.0236,25.7274,27.6278,23.1689,24.7706,34.3797,25.7274,0.025368
1,2.82,3.20,0.4138,0.4245,0.0000,0.1837,26.7519,23.3833,23.3849,32.0048,25.1092,26.7519,23.3833,23.3849,32.2255,25.1092,0.009737
1,2.09,3.30,0.5450,0.4245,0.0000,0.1182,25.9260,23.4424,21.8195,30.7088,24.2392,25.9260,23.4424,21.8195,21.0748,24.2392,18.562580
1,1.76,3.40,0.5613,0.4245,-38.1806,0.1499,9.4176,19.2816,0.4485,0.7939,5.2585,9.4176,20.8491,0.4485,0.7939,5.2585,0.491424
1,1.57,3.50,0.5343,0.4245,-93.7734,0.2181,9.1251,19.6276,0.4485,0.7399,5.4007,9.1251,21.0047,0.4485,0.7399,5.4007,0.379303
1,1.44,3.60,0.5183,0.4245,-124.9083,0.2584,9.3133,19.5954,0.3900,0.5818,5.2157,9.3133,20.8394,0.3900,0.5818,5.2157,0.309496
1,1.31,3.70,0.5066,0.4245,-146.6494,0.2881,9.3133,19.9300,0.7038,-0.4484,5.0534,9.3133,19.9300,21.0452,-0.4484,5.0534,82.754700
1,3.25,3.80,0.4952,0.4245,-166.5323,0.3168,9.0003,20.0914,1.0104,-0.4726,4.8474,9.0003,3.2451,1.0104,-0.4726,4.8474,56.759130
1,1.52,3.90,0.4887,0.4245,-177.1877,0.3332,8.8547,20.4773,1.3055,-1.4220,4.6224,8.8547,42.1598,1.3055,-1.4220,4.6224,94.026270
1,1.52,4.00,-0.6971,0.4245,0.0000,0.7392,30.1953,22.3647,26.5090,40.9550,27.8330,30.1953,22.3647,26.5090,42.0671,27.8330,0.247331
1,1.52,4.10,-0.6971,0.4245,0.0000,0.7392,30.2708,22.6758,27.0260,40.1304,27.7191,30.2708,22.6758,27.0260,41.2507,27.7191,0.251013
1,1.52,4.20,-0.6971,0.4245,0.0000,0.7392,30.0066,22.4360,27.1798,39.9138,27.6200,30.0066,22.4360,27.1798,41.0362,27.6200,0.251985
1,1.52,4.30,-0.6971,0.4245,0.0000,0.7392,30.1564,22.4593,27.3986,39.4292,27.8358,30.1564,22.4593,27.3986,40.5565,27.8358,0.254165
1,1.52,4.40,-0.6971,0.4245,0.0000,0.7392,30.3847,22.3794,27.3985,39.2665,28.1011,30.3847,22.3794,27.3985,40.3954,28.1011,0.254900
1,0.95,4.50,-0.6971,0.4245,0.0000,0.7392,30.1001,22.3784,26.5470,38.6579,28.0364,30.1001,22.3784,28.5874,38.6579,28.0364,0.832682
1,0.95,4.60,-0.6971,0.4245,20.0000,0.7392,25.9249,21.5641,19.7827,27.4593,24.6149,25.9249,21.5641,19.7827,28.1397,24.6149,0.092572
1,0.95,4.70,-0.6971,0.4245,20.0000,0.7392,25.9681,22.4275,19.6593,27.6726,24.6149,25.9681,22.4275,19.6593,28.3508,24.6149,0.091994
1,0.95,4.80,-0.6971,0.4245,20.0000,0.7392,26.0906,22.3824,19.9942,27.5695,24.5743,26.0906,22.3824,19.9942,28.2488,24.5743,0.092273
1,0.95,4.90,-0.6971,0.4245,20.0000,0.7392,26.1689,22.5765,19.5023,26.8987,24.6429,26.1689,22.5765,19.5023,27.5846,24.6429,0.094105
1,0.95,5.00,-0.6971,0.4245,20.0000,0.7392,26.2025,22.3393,18.8725,27.5401,24.6429,26.2025,22.3393,18.8725,28.2197,24.6429,0.092353
1,0.95,5.10,-0.6971,0.4245,20.0000,0.7392,26.4129,22.7046,18.8232,27.7771,24.6429,26.4129,22.7046,18.8232,28.4543,24.6429,0.091710
1,0.95,5.20,-0.6971,0.4245,20.0000,0.7392,26.4762,22.6434,19.3559,27.3106,24.4154,26.4762,22.6434,19.3559,27.9924,24.4154,0.092978
1,0.95,5.30,-0.6971,0.4245,20.0000,0.7392,26.4762,22.6116,19.5362,26.8479,24.5348,26.4762,22.6116,19.5362,27.5344,24.5348,0.094244
1,0.95,5.40,-0.6971,0.4245,20.0000,0.7392,26.1497,22.4154,19.8305,27.0950,24.5909,26.1497,22.4154,19.8305,27.7789,24.5909,0.093567
1,0.95,5.50,-0.6971,0.4245,20.0000,0.7392,25.9790,22.3332,19.9713,26.2002,24.1604,25.9790,22.3332,19.9713,26.8931,24.1604,0.096031
1,0.95,5.60,-0.6971,0.4245,20.0000,0.7392,25.5838,21.8423,19.2969,25.9388,24.2924,25.5838,21.8423,19.2969,26.6343,24.2924,0.096757
1,0.95,5.70,-0.6971,0.4245,20.0000,0.7392,25.6173,22.4460,19.1448,26.1759,23.8642,25.6173,22.4460,19.1448,26.8691,23.8642,0.096099
1,0.95,5.80,-0.6971,0.4245,20.0000,0.7392,25.6173,22.6938,19.4369,25.3562,23.9055,25.6173,22.6938,19.4369,26.3161,23.9055,0.184255
1,1.13,5.90,-0.6971,0.4245,20.0000,0.7392,25.2087,22.4113,19.3011,25.8968,24.0745,26.7648,22.4113,19.3011,25.8968,24.0745,0.484322
1,1.17,6.00,-0.5473,0.3700,22.3500,0.6649,25.3777,21.7626,19.5958,26.1788,24.1657,25.3777,21.7626,19.5958,27.0832,24.1657,0.163618
1,1.19,6.10,-0.4957,0.3512,23.2868,0.6395,25.4177,21.1080,19.5667,25.7192,24.2700,25.4177,21.1080,19.5667,26.6567,24.2700,0.175779
1,1.22,6.20,-0.4577,0.3374,24.0228,0.6210,25.4542,21.4346,19.5150,26.5503,24.2700,25.4542,21.4346,19.5150,27.5001,24.2700,0.180427
1,1.23,6.30,-0.4299,0.3273,24.5914,0.6075,25.7010,21.0549,19.6497,25.7253,24.3203,25.7010,21.0549,19.6497,26.6983,24.3203,0.189369
1,1.25,6.40,-0.4095,0.3198,25.0251,0.5977,26.0335,20.8201,19.9894,26.4024,24.3203,26.0335,20.8201,19.9894,27.3876,24.3203,0.194126
1,1.26,6.50,-0.3835,0.3104,25.5980,0.5852,26.1418,20.7471,19.4457,25.9049,24.3203,26.1418,20.7471,19.4457,27.1389,24.3203,0.304592
1,1.41,6.60,-0.3705,0.3057,25.8928,0.5790,26.1555,20.5977,18.7847,26.5324,23.9729,27.6820,20.5977,18.7847,26.5324,23.9729,0.466042
1,1.47,6.70,-0.2207,0.2511,29.8182,0.5084,26.2985,21.1198,18.6198,26.6103,24.1673,26.2985,21.1198,18.6198,27.8125,24.1673,0.289035
1,1.49,6.80,-0.1378,0.2210,32.4900,0.4707,25.9516,20.8890,18.9282,27.7392,23.9117,25.9516,20.8890,18.9282,28.9482,23.9117,0.292332
1,1.50,6.90,-0.1082,0.2102,33.5501,0.4575,25.7532,21.9148,18.7797,28.2890,23.9117,25.7532,21.9148,18.7797,29.5054,23.9117,0.295954
1,1.51,7.00,-0.0865,0.2023,34.3676,0.4479,25.7999,21.9727,18.3047,27.4718,24.1545,25.7999,21.9727,18.3047,28.7072,24.1545,0.305278
1,1.52,7.10,-0.0679,0.1955,35.0951,0.4397,25.8515,22.2297,18.5240,27.7800,24.3335,25.8515,22.2297,18.5240,29.0187,24.3335,0.306873
1,1.52,7.20,-0.0569,0.1915,35.5385,0.4350,25.8515,22.4179,18.7300,26.7058,24.4143,25.8515,22.4179,18.7300,27.9599,24.4143,0.314509
1,1.52,7.30,-0.0488,0.1886,35.8701,0.4315,25.7892,21.9549,18.5668,26.6605,24.2161,25.7892,21.9549,18.5668,27.9183,24.2161,0.316408
1,1.53,7.40,-0.0429,0.1864,36.1169,0.4289,25.8283,21.5833,18.9391,26.6819,23.9572,25.8283,21.5833,18.9391,27.9419,23.9572,0.317521
1,1.53,7.50,-0.0385,0.1848,36.2999,0.4271,25.9017,21.6596,18.9925,25.5983,23.4478,25.9017,21.6596,18.9925,27.1716,23.4478,0.495040
1,1.62,7.60,-0.0348,0.1835,36.4578,0.4255,25.9463,21.3576,19.3046,24.9451,23.1548,27.3085,21.3576,19.3046,24.9451,23.1548,0.371119
1,1.67,7.70,0.0446,0.1546,40.1263,0.3923,26.0470,20.4320,19.5137,25.1152,23.2916,27.4563,20.4320,19.5137,25.1152,23.2916,0.397237
1,1.71,7.80,0.1240,0.1257,44.4507,0.3610,25.8879,20.4470,19.3184,25.2900,23.2916,27.3394,20.4470,19.3184,25.2900,23.2916,0.421399
1,1.74,7.90,0.2034,0.0968,49.5595,0.3322,25.9339,20.7259,19.3227,25.4000,23.4696,27.4164,20.7259,19.3227,25.4000,23.4696,0.439523
1,1.76,8.00,0.2827,0.0679,55.5807,0.3065,25.9443,20.4355,19.1353,25.4212,23.5340,27.4492,20.4355,19.1353,25.4212,23.5340,0.452913
1,1.77,8.10,0.3780,0.0332,64.1396,0.2810,25.8185,20.8042,19.5406,26.5288,23.5933,28.0317,20.8042,19.5406,26.5288,23.5933,0.979676
1,1.75,8.20,0.4574,0.0043,72.3777,0.2653,25.6651,20.8700,18.7303,26.6231,23.7401,25.6651,20.8700,18.7303,28.1073,23.7401,0.440574
1,1.73,8.30,0.5278,-0.0213,80.3824,0.2564,25.6651,20.9922,19.2522,27.8308,23.8084,25.6651,20.9922,19.2522,29.2804,23.8084,0.420277
1,1.71,8.40,0.5795,-0.0401,86.5267,0.2533,25.7200,21.4525,19.4197,28.2358,23.7222,25.7200,21.4525,19.4197,29.6609,23.7222,0.406168
1,1.69,8.50,0.6174,-0.0539,91.0956,0.2529,25.5819,21.4925,19.6302,28.6678,24.1114,25.5819,21.4925,19.6302,30.0685,24.1114,0.392396
1,1.67,8.60,0.6498,-0.0657,94.9948,0.2538,25.7097,22.1686,19.6211,27.7426,24.3769,25.7097,22.1686,19.6211,29.1397,24.3769,0.390353
1,1.60,8.70,0.6690,-0.0727,97.2835,0.2549,25.3399,21.7795,19.8356,25.9521,24.3769,25.3399,21.7795,27.2905,25.9521,24.3769,11.115140
1,1.52,8.80,0.6831,-0.0778,118.9488,0.2559,25.2143,22.6805,19.9628,26.7800,24.1917,25.2143,22.6805,19.9628,28.0358,24.1917,0.315448
1,1.45,8.90,0.6935,-0.0816,140.1615,0.2569,25.2143,22.6284,19.9707,25.9370,24.1917,25.2143,22.6284,19.9707,27.1290,24.1917,0.284168
