Episode,Step,PosX,PosY,Angle,DistN,AccProb,TurnLeftProb,TurnRightProb,DashProb,SkillProb,Action,Reward,Entropy,OriginalEntropy,PolicyLoss,ValueLoss,TotalLoss,Advantage,ClippedRatio,Return
1,31,0.20,0.39,24.99,0.14,0.1958,0.2042,0.2061,0.1741,0.1899,3,3.4193,1.5890,1.5890,-3.4190,11.6894,0.0561,3.4190,0.9573,3.4479
1,32,0.20,0.39,33.59,0.16,0.1959,0.2056,0.2091,0.1704,0.1889,1,3.2977,1.5882,1.5882,-3.2973,10.8724,-0.0674,3.2973,0.8974,3.3311
1,33,0.20,0.39,19.38,0.17,0.1959,0.2024,0.2034,0.1773,0.1910,1,3.4436,1.5895,1.5895,-3.4434,11.8570,0.0819,3.4434,1.1881,3.4680
1,34,0.20,0.39,3.17,0.17,0.1966,0.1941,0.1920,0.1903,0.1970,2,4.1162,1.5906,1.5906,-4.1161,16.9425,0.9348,4.1161,0.9589,4.1221
1,35,0.20,0.39,19.62,0.16,0.1959,0.2025,0.2035,0.1771,0.1910,4,3.4480,1.5895,1.5895,-3.4478,11.8871,0.0866,3.4478,1.0485,3.4726
1,36,0.20,0.39,33.93,0.15,0.1959,0.2057,0.2092,0.1703,0.1889,3,3.3125,1.5882,1.5882,-3.3121,10.9703,-0.0528,3.3121,0.9281,3.3461
1,37,0.20,0.39,53.49,0.13,0.1975,0.2058,0.2119,0.1661,0.1887,4,3.1198,1.5873,1.5873,-3.1194,9.7309,-0.2319,3.1194,0.8791,3.1604
1,38,0.20,0.39,72.18,0.13,0.1995,0.2045,0.2121,0.1647,0.1892,4,2.9029,1.5871,1.5871,-2.9024,8.4241,-0.4069,2.9024,1.1395,2.9488
1,39,0.20,0.39,86.54,0.14,0.2010,0.2034,0.2117,0.1643,0.1896,4,2.7157,1.5871,1.5871,-2.7152,7.3721,-0.5353,2.7152,1.0021,2.7655
1,40,0.20,0.39,100.79,0.16,0.2024,0.2024,0.2112,0.1640,0.1899,1,2.5031,1.5871,1.5871,-2.5026,6.2630,-0.6554,2.5026,1.0016,2.5565
1,41,0.20,0.39,84.48,0.17,0.2008,0.2035,0.2118,0.1643,0.1896,0,2.6754,1.5871,1.5871,-2.6749,7.1550,-0.5601,2.6749,1.0715,2.7247
1,42,0.20,0.39,63.34,0.18,0.1986,0.2052,0.2122,0.1652,0.1890,4,2.9057,1.5872,1.5872,-2.9053,8.4405,-0.4048,2.9053,0.9756,2.9491
1,43,0.20,0.39,44.90,0.18,0.1967,0.2061,0.2112,0.1674,0.1886,0,3.1107,1.5876,1.5876,-3.1103,9.6739,-0.2399,3.1103,0.9499,3.1485
1,44,0.20,0.39,38.23,0.17,0.1962,0.2060,0.2102,0.1690,0.1887,3,3.2046,1.5879,1.5879,-3.2043,10.2674,-0.1558,3.2043,1.0402,3.2401
1,45,0.20,0.39,35.20,0.16,0.1960,0.2058,0.2095,0.1699,0.1888,4,3.2654,1.5881,1.5881,-3.2651,10.6606,-0.0986,3.2651,0.8658,3.2996
1,46,0.20,0.39,52.65,0.14,0.1974,0.2058,0.2119,0.1662,0.1887,3,3.0997,1.5873,1.5873,-3.0993,9.6056,-0.2494,3.0993,1.1110,3.1400
1,47,0.20,0.39,68.42,0.12,0.1991,0.2048,0.2121,0.1649,0.1891,0,2.9567,1.5871,1.5871,-2.9562,8.7391,-0.3662,2.9562,0.8736,3.0015
1,48,0.17,0.41,67.05,0.12,0.1989,0.2049,0.2122,0.1649,0.1891,3,2.9756,1.5872,1.5872,-2.9751,8.8515,-0.3514,2.9751,1.2000,3.0200
1,49,0.08,0.47,-11.08,0.20,0.1970,0.1859,0.1809,0.2032,0.2030,2,3.4683,1.5896,1.5896,-3.4684,12.0301,0.1088,3.4684,1.0215,3.4550
1,50,0.02,0.50,-56.77,0.25,0.1933,0.1794,0.1679,0.2224,0.2070,0,2.8390,1.5859,1.5859,-2.8394,8.0623,-0.4524,2.8394,0.8259,2.7992
1,51,0.00,0.53,-89.04,0.28,0.1898,0.1816,0.1682,0.2244,0.2061,0,2.3916,1.5858,1.5858,-2.3921,5.7222,-0.7072,2.3921,1.1306,2.3422
1,52,0.00,0.55,-111.69,0.31,0.1878,0.1829,0.1688,0.2248,0.2057,4,2.0752,1.5859,1.5859,-2.0758,4.3089,-0.8148,2.0758,0.9897,2.0204
1,53,0.00,0.56,-127.55,0.33,0.1867,0.1835,0.1692,0.2250,0.2055,0,1.8519,1.5859,1.5859,-1.8525,3.4319,-0.8547,1.8525,1.0942,1.7939
1,54,0.00,0.57,-140.41,0.35,0.1860,0.1839,0.1695,0.2252,0.2054,4,1.6691,1.5859,1.5859,-1.6697,2.7878,-0.8650,1.6697,0.9049,1.6089
1,55,0.00,0.58,-147.62,0.36,0.1856,0.1841,0.1697,0.2253,0.2053,3,1.5656,1.5859,1.5859,-1.5662,2.4529,-0.8620,1.5662,1.1042,1.5043
1,56,0.00,0.58,-153.46,0.36,0.1853,0.1842,0.1698,0.2254,0.2053,2,1.4808,1.5859,1.5859,-1.4814,2.1946,-0.8548,1.4814,1.0979,1.4187
1,57,0.00,0.59,-158.62,0.37,0.1851,0.1842,0.1699,0.2255,0.2053,3,1.4048,1.5859,1.5859,-1.4055,1.9754,-0.8446,1.4055,0.8000,1.3421
1,58,0.00,0.59,-161.52,0.38,0.1849,0.1843,0.1699,0.2256,0.2053,2,1.3612,1.5859,1.5859,-1.3618,1.8546,-0.8372,1.3618,1.2000,1.2980
1,59,0.00,0.60,-141.50,0.38,0.1859,0.1839,0.1695,0.2252,0.2054,2,1.5917,1.5859,1.5859,-1.5924,2.5356,-0.8634,1.5924,0.8000,1.5314
1,60,0.00,0.60,-121.50,0.38,0.1871,0.1833,0.1691,0.2249,0.2056,2,1.8231,1.5859,1.5859,-1.8237,3.3258,-0.8577,1.8237,0.9973,1.7662
1,61,0.00,0.60,-101.52,0.38,0.1887,0.1824,0.1685,0.2246,0.2058,2,2.0553,1.5859,1.5859,-2.0558,4.2265,-0.8196,2.0558,0.9968,2.0027
1,62,0.00,0.60,-81.52,0.38,0.1906,0.1811,0.1680,0.2241,0.2062,4,2.2886,1.5858,1.5858,-2.2891,5.2401,-0.7488,2.2891,0.9967,2.2412
1,63,0.00,0.60,-61.52,0.38,0.1928,0.1797,0.1678,0.2229,0.2068,3,2.5220,1.5858,1.5858,-2.5224,6.3625,-0.6454,2.5224,1.2000,2.4804
1,64,0.00,0.60,-37.52,0.38,0.1956,0.1792,0.1697,0.2184,0.2072,4,2.8020,1.5866,1.5866,-2.8023,7.8530,-0.4782,2.8023,1.0558,2.7688
1,65,0.00,0.60,-17.52,0.38,0.1970,0.1831,0.1769,0.2082,0.2048,3,3.0353,1.5888,1.5888,-3.0355,9.2144,-0.3030,3.0355,0.9379,3.0148
1,66,0.00,0.60,0.00,0.38,0.1970,0.1923,0.1896,0.1930,0.1981,4,3.2397,1.5906,1.5906,-3.2397,10.4959,-0.1228,3.2397,0.9424,3.2402
1,67,0.00,0.60,-0.43,0.38,0.1970,0.1921,0.1892,0.1934,0.1983,0,3.2347,1.5906,1.5906,-3.2347,10.4634,-0.1275,3.2347,1.0274,3.2346
1,68,0.00,0.58,-0.85,0.34,0.1970,0.1918,0.1889,0.1938,0.1985,3,3.3143,1.5905,1.5905,-3.3143,10.9847,-0.0507,3.3143,0.9935,3.3136
1,69,0.10,0.54,-1.34,0.26,0.1969,0.1914,0.1884,0.1944,0.1989,3,3.9564,1.5905,1.5905,-3.9564,15.6532,0.7077,3.9564,0.9867,3.9555
1,70,0.27,0.50,-2.10,0.18,0.1969,0.1908,0.1877,0.1952,0.1994,1,4.1249,1.5905,1.5905,-4.1250,17.0153,0.9478,4.1250,1.0045,4.1237
1,71,0.39,0.47,-3.10,0.11,0.1969,0.1901,0.1867,0.1963,0.2000,0,4.2364,1.5904,1.5904,-4.2365,17.9477,1.1160,4.2365,0.9737,4.2344
1,72,0.41,0.47,-15.60,0.13,0.1969,0.1836,0.1778,0.2071,0.2047,2,3.5625,1.5890,1.5890,-3.5626,12.6924,0.2133,3.5626,1.0358,3.5456
1,73,0.41,0.46,-36.83,0.16,0.1955,0.1790,0.1697,0.2184,0.2074,3,3.2464,1.5866,1.5866,-3.2467,10.5413,-0.1161,3.2467,0.8617,3.2152
1,74,0.41,0.46,-53.04,0.19,0.1937,0.1791,0.1679,0.2221,0.2072,2,3.0037,1.5859,1.5859,-3.0041,9.0247,-0.3284,3.0041,1.2000,2.9664
1,75,0.41,0.46,-65.13,0.20,0.1923,0.1798,0.1676,0.2234,0.2068,3,2.8323,1.5857,1.5857,-2.8327,8.0240,-0.4572,2.8327,0.8000,2.7909
1,76,0.41,0.46,-74.70,0.21,0.1912,0.1805,0.1677,0.2240,0.2065,2,2.7025,1.5857,1.5857,-2.7030,7.3061,-0.5429,2.7030,1.2000,2.6581
1,77,0.41,0.46,-85.60,0.22,0.1901,0.1813,0.1680,0.2244,0.2062,2,2.5599,1.5858,1.5858,-2.5604,6.5557,-0.6254,2.5604,0.8000,2.5123
1,78,0.41,0.46,-94.21,0.23,0.1893,0.1818,0.1682,0.2246,0.2060,3,2.4503,1.5858,1.5858,-2.4508,6.0066,-0.6806,2.4508,1.0015,2.4003
1,79,0.41,0.46,-102.42,0.23,0.1885,0.1823,0.1685,0.2248,0.2059,0,2.3479,1.5858,1.5858,-2.3485,5.5152,-0.7256,2.3485,1.2000,2.2957
1,80,0.41,0.46,-110.23,0.23,0.1879,0.1827,0.1687,0.2249,0.2058,3,2.2519,1.5859,1.5859,-2.2524,5.0735,-0.7621,2.2524,0.8359,2.1978
1,81,0.41,0.46,-119.10,0.23,0.1872,0.1831,0.1690,0.2250,0.2056,4,2.1441,1.5859,1.5859,-2.1447,4.5997,-0.7965,2.1447,1.1977,2.0881
1,82,0.41,0.46,-126.11,0.23,0.1868,0.1834,0.1691,0.2252,0.2056,4,2.0599,1.5859,1.5859,-2.0605,4.2455,-0.8185,2.0605,0.9134,2.0025
1,83,0.41,0.46,-132.78,0.24,0.1864,0.1836,0.1693,0.2253,0.2055,0,1.9803,1.5859,1.5859,-1.9809,3.9238,-0.8354,1.9809,0.9997,1.9216
1,84,0.41,0.46,-139.12,0.24,0.1860,0.1838,0.1694,0.2254,0.2054,2,1.9049,1.5859,1.5859,-1.9055,3.6309,-0.8479,1.9055,0.9051,1.8451
1,85,0.41,0.46,-119.12,0.24,0.1872,0.1831,0.1690,0.2250,0.2056,4,2.1378,1.5859,1.5859,-2.1384,4.5726,-0.7983,2.1384,0.9084,2.0818
1,86,0.41,0.46,-99.12,0.24,0.1888,0.1821,0.1684,0.2247,0.2060,3,2.3711,1.5858,1.5858,-2.3717,5.6247,-0.7159,2.3717,1.2000,2.3198
1,87,0.41,0.46,-79.12,0.24,0.1908,0.1808,0.1678,0.2242,0.2064,1,2.6045,1.5857,1.5857,-2.6049,6.7856,-0.6009,2.6049,1.0885,2.5587
1,88,0.41,0.46,-39.12,0.24,0.1953,0.1789,0.1693,0.2191,0.2074,1,3.0711,1.5864,1.5864,-3.0715,9.4338,-0.2730,3.0715,0.8000,3.0390
1,89,0.41,0.46,-3.12,0.24,0.1970,0.1900,0.1867,0.1963,0.1999,0,3.4911,1.5904,1.5904,-3.4911,12.1881,0.1335,3.4911,1.0623,3.4893
1,90,0.57,0.44,-9.55,0.16,0.1970,0.1863,0.1817,0.2023,0.2028,2,3.5753,1.5897,1.5897,-3.5754,12.7831,0.2278,3.5754,1.0366,3.5658
1,91,0.63,0.43,-13.82,0.12,0.1969,0.1842,0.1787,0.2059,0.2043,1,3.5892,1.5892,1.5892,-3.5893,12.8834,0.2439,3.5893,0.9072,3.5752
1,92,0.66,0.43,-41.77,0.13,0.1950,0.1787,0.1688,0.2200,0.2075,2,3.2446,1.5862,1.5862,-3.2449,10.5296,-0.1178,3.2449,1.0001,3.2122
1,93,0.64,0.43,-64.20,0.16,0.1924,0.1797,0.1676,0.2234,0.2069,3,2.9279,1.5857,1.5857,-2.9283,8.5751,-0.3875,2.9283,0.9376,2.8875
1,94,0.63,0.44,-79.84,0.18,0.1907,0.1808,0.1678,0.2243,0.2064,3,2.7051,1.5857,1.5857,-2.7056,7.3201,-0.5413,2.7056,1.2000,2.6596
1,95,0.62,0.44,-90.75,0.20,0.1896,0.1816,0.1681,0.2246,0.2062,4,2.5482,1.5858,1.5858,-2.5487,6.4957,-0.6317,2.5487,1.0014,2.4994
1,96,0.61,0.44,-98.37,0.21,0.1889,0.1820,0.1683,0.2248,0.2060,4,2.4376,1.5858,1.5858,-2.4381,5.9443,-0.6865,2.4381,0.9171,2.3867
1,97,0.61,0.45,-103.69,0.22,0.1884,0.1823,0.1685,0.2249,0.2059,1,2.3596,1.5858,1.5858,-2.3601,5.5701,-0.7208,2.3601,0.9995,2.3073
1,98,0.61,0.45,-107.40,0.22,0.1881,0.1825,0.1686,0.2249,0.2058,4,2.3046,1.5858,1.5858,-2.3051,5.3134,-0.7428,2.3051,0.8865,2.2514
1,99,0.60,0.45,-109.99,0.23,0.1879,0.1827,0.1687,0.2250,0.2058,0,2.2657,1.5858,1.5858,-2.2663,5.1359,-0.7572,2.2663,1.1275,2.2119
2,0,0.60,0.45,-112.09,0.23,0.1878,0.1828,0.1687,0.2250,0.2058,4,2.2338,1.5858,1.5858,-2.2878,5.2379,-0.7481,0.0000,0.0000,2.2338
2,1,0.60,0.45,-113.27,0.23,0.1877,0.1828,0.1688,0.2250,0.2057,4,2.2158,1.5858,1.5858,-2.2163,4.9120,-0.7744,2.2163,0.9998,2.1612
2,2,0.60,0.45,-114.12,0.23,0.1876,0.1828,0.1688,0.2250,0.2057,2,2.2031,1.5858,1.5858,-2.2036,4.8559,-0.7786,2.2036,0.9999,2.1483
2,3,0.60,0.45,-89.47,0.19,0.1897,0.1815,0.1681,0.2246,0.2062,4,2.5677,1.5858,1.5858,-2.5682,6.5956,-0.6212,2.5682,0.8169,2.5193
2,4,0.60,0.45,-62.73,0.16,0.1926,0.1796,0.1676,0.2233,0.2070,1,2.9535,1.5857,1.5857,-2.9539,8.7255,-0.3680,2.9539,1.2000,2.9134
2,5,0.60,0.45,-32.22,0.12,0.1960,0.1793,0.1707,0.2168,0.2073,3,3.3767,1.5869,1.5869,-3.3770,11.4042,0.0125,3.3770,0.8665,3.3484
2,6,0.57,0.45,-18.20,0.12,0.1968,0.1825,0.1762,0.2091,0.2054,4,3.5455,1.5886,1.5886,-3.5456,12.5716,0.1941,3.5456,1.1661,3.5268
2,7,0.47,0.42,-84.59,0.20,0.1902,0.1812,0.1680,0.2244,0.2063,4,2.6122,1.5857,1.5857,-2.6127,6.8259,-0.5966,2.6127,0.9865,2.5649
2,8,0.40,0.41,-123.24,0.25,0.1870,0.1833,0.1691,0.2251,0.2056,0,2.0665,1.5859,1.5859,-2.0671,4.2727,-0.8170,2.0671,0.9967,2.0097
2,9,0.32,0.39,-169.64,0.31,0.1846,0.1843,0.1700,0.2259,0.2052,1,1.4043,1.5859,1.5859,-1.4049,1.9738,-0.8445,1.4049,0.8978,1.3401
2,10,0.28,0.38,167.62,0.34,0.2066,0.2003,0.2092,0.1633,0.1906,4,1.3626,1.5870,1.5870,-1.3619,1.8549,-0.8372,1.3619,1.0851,1.4276
2,11,0.27,0.38,161.08,0.35,0.2063,0.2004,0.2094,0.1634,0.1906,1,1.4186,1.5870,1.5870,-1.4180,2.0106,-0.8465,1.4180,0.9515,1.4828
2,12,0.26,0.38,156.51,0.36,0.2061,0.2004,0.2095,0.1635,0.1906,2,1.4570,1.5871,1.5871,-1.4563,2.1209,-0.8518,1.4563,1.0518,1.5205
2,13,0.25,0.38,153.33,0.36,0.2059,0.2005,0.2096,0.1635,0.1905,3,1.4832,1.5871,1.5871,-1.4826,2.1981,-0.8549,1.4826,1.0454,1.5464
2,14,0.25,0.38,151.10,0.37,0.2058,0.2005,0.2096,0.1635,0.1905,3,1.5012,1.5871,1.5871,-1.5005,2.2516,-0.8568,1.5005,0.8000,1.5640
2,15,0.24,0.38,148.65,0.37,0.2057,0.2006,0.2097,0.1635,0.1905,4,1.5203,1.5871,1.5871,-1.5197,2.3094,-0.8586,1.5197,1.0002,1.5828
2,16,0.24,0.38,147.71,0.37,0.2056,0.2006,0.2097,0.1635,0.1905,1,1.5274,1.5871,1.5871,-1.5267,2.3309,-0.8592,1.5267,1.1648,1.5897
2,17,0.23,0.37,127.71,0.38,0.2045,0.2012,0.2103,0.1638,0.1903,1,1.7587,1.5871,1.5871,-1.7581,3.0910,-0.8626,1.7581,1.0560,1.8178
2,18,0.23,0.37,107.68,0.38,0.2030,0.2020,0.2109,0.1640,0.1901,2,1.9912,1.5871,1.5871,-1.9907,3.9628,-0.8336,1.9907,1.0043,2.0463
2,19,0.23,0.37,87.68,0.38,0.2012,0.2033,0.2116,0.1642,0.1897,1,2.2246,1.5871,1.5871,-2.2241,4.9464,-0.7719,2.2241,1.0475,2.2748
2,20,0.23,0.37,67.68,0.38,0.1991,0.2048,0.2121,0.1649,0.1891,1,2.4579,1.5872,1.5872,-2.4574,6.0390,-0.6775,2.4574,0.9676,2.5027
2,21,0.23,0.37,47.68,0.38,0.1970,0.2060,0.2115,0.1669,0.1886,4,2.6912,1.5875,1.5875,-2.6908,7.2406,-0.5504,2.6908,1.0059,2.7302
2,22,0.23,0.37,23.68,0.38,0.1959,0.2037,0.2055,0.1748,0.1900,0,2.9712,1.5891,1.5891,-2.9709,8.8265,-0.3548,2.9709,0.9226,2.9994
2,23,0.23,0.37,-0.21,0.38,0.1969,0.1919,0.1892,0.1935,0.1984,2,3.2451,1.5906,1.5906,-3.2450,10.5302,-0.1178,3.2450,1.0360,3.2469
2,24,0.23,0.37,-0.81,0.38,0.1969,0.1916,0.1887,0.1941,0.1987,4,3.2381,1.5905,1.5905,-3.2381,10.4851,-0.1244,3.2381,0.9584,3.2391
2,25,0.23,0.37,-1.18,0.38,0.1969,0.1913,0.1884,0.1945,0.1989,3,3.7338,1.5905,1.5905,-3.7338,13.9410,0.4167,3.7338,1.0540,3.7343
2,26,0.51,0.53,-2.35,0.22,0.1970,0.1905,0.1873,0.1956,0.1996,4,4.5394,1.5904,1.5904,-4.5394,20.6058,1.6106,4.5394,0.9837,4.5388
2,27,0.72,0.65,-4.70,0.11,0.1971,0.1889,0.1853,0.1979,0.2008,0,4.7351,1.5903,1.5903,-4.7352,22.4217,1.9595,4.7352,1.0266,4.7317
2,28,0.79,0.70,-33.60,0.14,0.1960,0.1792,0.1702,0.2173,0.2073,3,3.3272,1.5868,1.5868,-3.3275,11.0722,-0.0376,3.3275,0.9758,3.2982
2,29,0.00,0.42,0.00,0.74,0.1971,0.1922,0.1896,0.1932,0.1979,0,3.0216,1.5906,1.5906,-3.0216,9.1300,-0.3144,3.0216,0.9856,3.0232
2,30,0.00,0.42,0.00,0.70,0.1971,0.1922,0.1896,0.1932,0.1980,1,3.1061,1.5906,1.5906,-3.1061,9.6476,-0.2436,3.1061,1.0204,3.1076
2,31,0.00,0.42,0.00,0.66,0.1971,0.1922,0.1896,0.1932,0.1980,4,3.1810,1.5906,1.5906,-3.1810,10.1188,-0.1772,3.1810,0.9753,3.1825
2,32,0.00,0.42,0.00,0.63,0.1971,0.1922,0.1896,0.1932,0.1980,3,3.2360,1.5906,1.5906,-3.2360,10.4717,-0.1263,3.2360,1.0300,3.2374
2,33,0.00,0.42,0.00,0.61,0.1970,0.1922,0.1896,0.1931,0.1980,3,3.2830,1.5906,1.5906,-3.2830,10.7783,-0.0814,3.2830,0.9755,3.2844
2,34,0.00,0.42,0.00,0.59,0.1970,0.1922,0.1896,0.1931,0.1980,4,3.3198,1.5906,1.5906,-3.3198,11.0212,-0.0453,3.3198,1.0000,3.3212
2,35,0.00,0.42,0.00,0.58,0.1970,0.1922,0.1896,0.1931,0.1980,0,3.3409,1.5906,1.5906,-3.3409,11.1613,-0.0243,3.3409,1.0253,3.3422
2,36,0.00,0.42,0.00,0.54,0.1970,0.1923,0.1896,0.1931,0.1981,1,3.4254,1.5906,1.5906,-3.4253,11.7329,0.0627,3.4253,0.9947,3.4266
2,37,0.00,0.42,0.00,0.50,0.1970,0.1923,0.1896,0.1931,0.1981,0,3.0003,1.5906,1.5906,-3.0003,9.0016,-0.3316,3.0003,0.9760,3.0015
2,38,0.00,0.42,0.00,0.38,0.1969,0.1923,0.1895,0.1931,0.1982,2,3.2326,1.5906,1.5906,-3.2326,10.4497,-0.1295,3.2326,1.0241,3.2336
2,39,0.00,0.42,0.00,0.27,0.1968,0.1923,0.1895,0.1931,0.1982,1,3.4554,1.5906,1.5906,-3.4554,11.9396,0.0947,3.4554,0.9627,3.4563
2,40,0.01,0.42,0.00,0.19,0.1968,0.1923,0.1895,0.1931,0.1983,0,3.6208,1.5906,1.5906,-3.6208,13.1105,0.2805,3.6208,1.0146,3.6216
2,41,0.09,0.42,0.00,0.11,0.1967,0.1923,0.1895,0.1932,0.1984,4,3.7898,1.5906,1.5906,-3.7898,14.3625,0.4872,3.7898,1.0229,3.7908
2,42,0.03,0.42,-49.19,0.16,0.1942,0.1791,0.1682,0.2213,0.2072,0,3.0999,1.5860,1.5860,-3.1003,9.6117,-0.2485,3.1003,1.0534,3.0628
2,43,0.00,0.42,-93.77,0.22,0.1893,0.1819,0.1683,0.2245,0.2060,3,2.4697,1.5858,1.5858,-2.4702,6.1020,-0.6713,2.4702,0.9134,2.4192
2,44,0.00,0.42,-124.91,0.26,0.1869,0.1834,0.1692,0.2250,0.2055,3,2.0258,1.5859,1.5859,-2.0263,4.1061,-0.8262,2.0263,1.1889,1.9683
2,45,0.00,0.42,-150.14,0.29,0.1854,0.1841,0.1697,0.2254,0.2053,4,1.6624,1.5859,1.5859,-1.6630,2.7656,-0.8650,1.6630,1.0018,1.6007
2,46,0.00,0.42,-164.27,0.31,0.1848,0.1843,0.1700,0.2257,0.2052,4,1.4567,1.5859,1.5859,-1.4573,2.1238,-0.8519,1.4573,0.9104,1.3932
2,47,0.00,0.42,-174.13,0.33,0.1844,0.1844,0.1701,0.2259,0.2052,4,1.3116,1.5859,1.5859,-1.3122,1.7219,-0.8274,1.3122,0.9997,1.2469
2,48,0.00,0.42,177.87,0.34,0.2070,0.2002,0.2090,0.1631,0.1906,2,1.2423,1.5870,1.5870,-1.2416,1.5416,-0.8109,1.2416,0.9291,1.3084
2,49,0.00,0.42,172.68,0.35,0.2068,0.2003,0.2091,0.1632,0.1906,0,1.2852,1.5870,1.5870,-1.2845,1.6500,-0.8213,1.2845,1.0970,1.3507
2,50,0.00,0.42,167.74,0.36,0.2066,0.2003,0.2092,0.1633,0.1906,4,1.3247,1.5870,1.5870,-1.3240,1.7530,-0.8299,1.3240,0.9877,1.3896
2,51,0.00,0.42,166.32,0.36,0.2065,0.2003,0.2093,0.1633,0.1906,0,1.3356,1.5870,1.5870,-1.3349,1.7821,-0.8321,1.3349,0.9226,1.4003
2,52,0.00,0.42,165.17,0.36,0.2065,0.2004,0.2093,0.1633,0.1906,0,1.3442,1.5870,1.5870,-1.3435,1.8051,-0.8337,1.3435,1.0833,1.4088
2,53,0.00,0.42,164.52,0.37,0.2064,0.2004,0.2093,0.1633,0.1906,4,1.3488,1.5870,1.5870,-1.3482,1.8176,-0.8346,1.3482,0.9999,1.4134
2,54,0.00,0.42,170.46,0.35,0.2067,0.2003,0.2092,0.1632,0.1906,1,1.3053,1.5870,1.5870,-1.3046,1.7020,-0.8257,1.3046,0.9233,1.3705
2,55,0.00,0.42,153.77,0.33,0.2059,0.2005,0.2096,0.1634,0.1905,0,1.5527,1.5870,1.5870,-1.5521,2.4089,-0.8611,1.5521,1.0521,1.6158
2,56,0.00,0.42,140.72,0.31,0.2053,0.2008,0.2099,0.1636,0.1904,2,1.7396,1.5871,1.5871,-1.7390,3.0240,-0.8635,1.7390,1.0236,1.8007
2,57,0.00,0.42,128.36,0.30,0.2045,0.2012,0.2103,0.1637,0.1903,1,1.9083,1.5871,1.5871,-1.9077,3.6392,-0.8477,1.9077,1.0244,1.9672
2,58,0.00,0.42,111.71,0.26,0.2033,0.2019,0.2108,0.1639,0.1901,4,2.1806,1.5871,1.5871,-2.1800,4.7525,-0.7860,2.1800,0.9602,2.2362
2,59,0.00,0.42,96.20,0.22,0.2020,0.2028,0.2114,0.1640,0.1898,1,2.4373,1.5871,1.5871,-2.4368,5.9378,-0.6872,2.4368,0.9401,2.4893
2,60,0.00,0.42,82.48,0.18,0.2006,0.2037,0.2119,0.1643,0.1895,3,2.6694,1.5871,1.5871,-2.6689,7.1233,-0.5637,2.6689,1.0733,2.7178
2,61,0.00,0.42,71.61,0.15,0.1994,0.2046,0.2121,0.1646,0.1892,3,2.8618,1.5871,1.5871,-2.8614,8.1874,-0.4369,2.8614,0.8081,2.9071
2,62,0.00,0.42,65.21,0.12,0.1987,0.2051,0.2122,0.1650,0.1890,0,2.9906,1.5872,1.5872,-2.9902,8.9410,-0.3396,2.9902,1.0020,3.0340
2,63,0.00,0.42,64.96,0.11,0.1987,0.2051,0.2122,0.1650,0.1890,1,3.0302,1.5872,1.5872,-3.0297,9.1794,-0.3077,3.0297,1.2000,3.0735
2,64,0.00,0.36,17.92,0.15,0.1959,0.2020,0.2027,0.1781,0.1913,3,3.4842,1.5896,1.5896,-3.4839,12.1378,0.1256,3.4839,1.0167,3.5066
2,65,0.00,0.27,-47.10,0.22,0.1943,0.1790,0.1684,0.2210,0.2073,4,3.0139,1.5861,1.5861,-3.0142,9.0856,-0.3203,3.0142,1.0939,2.9777
2,66,0.00,0.21,-93.91,0.27,0.1892,0.1819,0.1683,0.2246,0.2060,0,2.3712,1.5858,1.5858,-2.3717,5.6250,-0.7159,2.3717,0.9323,2.3208
2,67,0.00,0.16,-126.96,0.30,0.1867,0.1834,0.1692,0.2251,0.2055,0,1.9144,1.5859,1.5859,-1.9150,3.6673,-0.8465,1.9150,0.9061,1.8566
2,68,0.00,0.13,-150.15,0.33,0.1854,0.1840,0.1697,0.2255,0.2053,1,1.5915,1.5859,1.5859,-1.5921,2.5347,-0.8634,1.5921,0.9931,1.5299
2,69,0.00,0.10,-168.99,0.35,0.1846,0.1843,0.1700,0.2259,0.2052,0,1.3268,1.5859,1.5859,-1.3274,1.7620,-0.8305,1.3274,0.9940,1.2626
2,70,0.00,0.08,-179.56,0.36,0.1842,0.1844,0.1702,0.2261,0.2052,4,1.1769,1.5859,1.5859,-1.1776,1.3867,-0.7933,1.1776,0.9995,1.1116
2,71,0.00,0.07,173.06,0.37,0.2067,0.2002,0.2091,0.1633,0.1906,0,1.2332,1.5870,1.5870,-1.2325,1.5191,-0.8085,1.2325,1.0349,1.2987
2,72,0.00,0.06,167.08,0.38,0.2065,0.2003,0.2093,0.1633,0.1906,0,1.2863,1.5870,1.5870,-1.2856,1.6528,-0.8215,1.2856,1.0833,1.3511
2,73,0.00,0.05,161.80,0.39,0.2063,0.2004,0.2094,0.1634,0.1906,1,1.3320,1.5870,1.5870,-1.3314,1.7725,-0.8313,1.3314,0.9989,1.3962
2,74,0.00,0.04,141.70,0.35,0.2053,0.2007,0.2099,0.1636,0.1905,4,1.6475,1.5871,1.5871,-1.6469,2.7122,-0.8650,1.6469,0.9731,1.7088
2,75,0.00,0.04,121.60,0.31,0.2040,0.2014,0.2105,0.1639,0.1903,2,1.9639,1.5871,1.5871,-1.9633,3.8545,-0.8387,1.9633,0.9478,2.0217
2,76,0.00,0.04,97.47,0.26,0.2020,0.2026,0.2113,0.1641,0.1899,1,2.3445,1.5871,1.5871,-2.3440,5.4943,-0.7274,2.3440,1.1106,2.3971
2,77,0.00,0.04,76.44,0.22,0.1999,0.2041,0.2120,0.1646,0.1894,4,2.6727,1.5871,1.5871,-2.6722,7.1408,-0.5617,2.6722,0.9658,2.7199
