Episode,Reward,Timer,Input_PosX,Input_PosY,Input_Angle,Input_DistNorm,Output_Accelerate,Output_TurnLeft,Output_TurnRight,Target_Accelerate,Target_TurnLeft,Target_TurnRight,Loss
1,1.98,9.30,-0.3761,0.4245,6.0562,0.2868,183.3735,183.9574,183.8468,183.3735,183.9574,184.0939,0.020350
1,1.94,9.40,-0.3761,0.4245,17.6210,0.2875,183.3365,183.9054,183.9805,183.3365,184.0006,183.9805,0.003023
1,1.90,9.50,-0.3761,0.4245,-17.9324,0.3052,183.9185,183.8493,184.1806,183.9185,183.8493,184.2357,0.001014
1,1.92,9.60,-0.3761,0.4245,-10.0197,0.3376,183.8500,183.7847,184.0456,183.8500,183.7847,184.0608,0.000077
1,1.88,9.70,-0.3761,0.4245,2.8037,0.3373,183.3659,183.9531,183.8187,183.3659,184.1101,183.8187,0.008221
1,1.97,9.80,-0.3761,0.4245,-24.2862,0.3276,183.9067,183.9245,184.2400,183.9067,183.9245,184.3669,0.005365
1,2.04,9.90,-0.3761,0.4245,-13.7767,0.2962,183.8988,183.9834,184.2300,183.8988,183.9834,184.4320,0.013601
2,2.04,0.00,-0.3761,0.4245,-13.7767,0.2962,183.9248,184.0580,184.1826,183.9248,184.0580,184.3851,0.013665
2,2.06,0.10,-0.3761,0.4245,3.1727,0.2582,183.4063,183.8769,183.7794,183.4063,183.8769,184.1024,0.034769
2,1.96,0.20,-0.3761,0.4245,6.5904,0.2590,183.4696,183.9684,183.8811,183.4696,184.1100,183.8811,0.006681
2,2.01,0.30,-0.3761,0.4245,-28.7049,0.2796,183.7881,183.8543,183.9982,183.7881,183.8543,184.1689,0.009715
2,2.09,0.40,-0.3761,0.4245,-15.2172,0.2735,183.8983,183.8686,184.1085,183.8983,183.8686,184.3545,0.020175
2,2.18,0.50,-0.3761,0.4245,-5.0899,0.2494,183.8210,183.7595,184.1527,183.8210,183.7595,184.4744,0.034497
2,2.22,0.60,-0.3761,0.4245,-2.3734,0.2057,183.9089,183.9185,184.0264,183.9089,183.9185,184.4272,0.053556
2,2.19,0.70,-0.3761,0.4245,-3.4340,0.1876,183.8483,183.9077,184.1725,183.8483,183.9077,184.5150,0.039095
2,2.13,0.80,-0.3761,0.4245,-5.4457,0.1970,183.8360,184.0071,184.0253,183.8360,184.0071,184.3308,0.031119
2,2.11,0.90,-0.3761,0.4245,-3.2630,0.2304,183.8542,183.9503,184.1863,183.8542,183.9503,184.4840,0.029536
2,2.14,1.00,-0.3761,0.4245,-2.6960,0.2433,183.9790,184.0234,184.3986,183.9790,184.0234,185.2085,0.218633
2,2.22,1.10,-0.3761,0.4245,-0.3805,0.2273,184.9566,184.6359,183.9296,184.6145,184.6359,183.9296,0.039004
2,2.19,1.20,-0.2472,0.4937,-28.7791,0.1493,183.9106,183.9281,183.9993,183.9106,183.9281,184.3472,0.040341
2,2.12,1.30,-0.1645,0.5381,-37.9453,0.1534,183.8891,183.8926,184.0416,183.8891,183.8926,184.3185,0.025564
2,2.02,1.40,-0.1171,0.5635,-22.3873,0.2102,183.8380,183.9604,184.0474,183.8380,183.9604,184.2244,0.010438
2,1.97,1.50,-0.0877,0.5792,-18.3796,0.2658,183.8582,184.0761,184.2193,183.8582,184.0761,184.3519,0.005862
2,1.94,1.60,-0.0731,0.5871,-14.1887,0.2929,183.9159,183.9548,184.1624,183.9159,183.9548,184.2581,0.003058
2,1.87,1.70,-0.0647,0.5916,-7.7937,0.3205,183.8598,184.0206,184.2731,183.8598,184.0206,183.7249,0.100153
2,1.74,1.80,-0.0599,0.5941,1.4440,0.3612,173.1919,174.3958,183.7830,173.1919,174.3958,183.7521,0.000318
2,1.70,1.90,-0.0572,0.5956,13.1634,0.4109,183.6136,184.0523,183.7978,183.6136,184.0322,183.7978,0.000135
2,1.75,2.00,-0.0564,0.5961,-16.5342,0.4294,183.7027,183.6709,184.0514,183.7027,183.6709,183.9653,0.002471
2,1.82,2.10,-0.0564,0.5961,-6.2599,0.4141,183.7972,183.8914,184.0662,183.7972,183.8914,183.9135,0.007767
2,1.77,2.20,-0.0564,0.5961,2.9968,0.3870,183.5314,183.9344,183.8427,183.5314,184.0500,183.8427,0.004454
2,1.81,2.30,-0.0564,0.5961,-27.8718,0.3755,183.8650,183.9297,184.0991,183.8650,183.9297,184.0711,0.000262
2,1.90,2.40,-0.0564,0.5961,-11.1278,0.3781,183.7906,183.9889,184.2098,183.7906,183.9889,184.4110,0.013486
2,2.16,2.50,-0.0564,0.5961,-1.7360,0.3492,184.4106,184.3647,183.7160,184.3319,184.3647,183.7160,0.002066
2,2.07,2.60,-0.2148,0.6138,-32.5705,0.1750,183.9409,183.8813,184.0131,183.9409,184.2477,184.0131,0.044737
2,2.04,2.70,-0.2694,0.6200,-83.3479,0.1469,183.9085,183.8532,184.1330,183.9085,183.8532,184.3358,0.013716
2,1.96,2.80,-0.3338,0.6272,-87.5458,0.1563,183.8691,184.0349,184.2435,183.8691,184.0349,184.3599,0.004512
2,1.92,2.90,-0.3764,0.6320,-68.5463,0.2254,183.8743,183.9631,184.0978,183.8743,183.9631,184.1742,0.001946
2,1.87,3.00,-0.3881,0.6333,-54.7832,0.2652,183.8883,183.9077,184.0233,183.8883,183.9077,184.0536,0.000306
2,1.86,3.10,-0.4018,0.6348,-29.4390,0.3238,183.9226,183.8656,184.0979,183.9226,183.8656,184.1149,0.000096
2,1.88,3.20,-0.4096,0.6357,-11.8075,0.3546,183.8367,183.8799,184.2167,183.8367,183.8799,184.2612,0.000662
2,1.84,3.30,-0.4141,0.6362,-3.7184,0.3563,183.7655,183.8017,184.0814,183.7655,183.8017,184.1057,0.000198
2,1.72,3.40,-0.4169,0.6365,3.9964,0.3740,183.5569,184.0089,183.9462,183.5569,183.9157,183.9462,0.002895
2,1.69,3.50,-0.4169,0.6365,-25.9564,0.4026,183.9243,183.9578,184.2886,183.9243,183.9578,184.1394,0.007420
2,1.70,3.60,-0.4169,0.6365,-8.4210,0.4415,183.8992,183.9557,184.1691,183.8992,183.9557,183.7462,0.059623
2,1.72,3.70,-0.4169,0.6365,2.1825,0.4478,183.4907,183.8152,183.8789,183.4907,183.8152,183.8200,0.001158
2,1.79,3.80,-0.4169,0.6365,13.2187,0.4205,183.5210,183.9269,183.9440,183.5210,184.0345,183.9440,0.003861
2,1.87,3.90,-0.4169,0.6365,-15.7390,0.3828,183.9940,184.0285,184.1508,183.9940,184.0285,184.1790,0.000265
2,1.91,4.00,-0.4169,0.6365,-6.3259,0.3564,183.9948,183.9196,184.1666,183.9948,183.9196,184.0616,0.003674
2,1.88,4.10,-0.4169,0.6365,1.8649,0.3437,183.0216,183.4690,183.9847,183.0216,183.4690,184.0174,0.000357
2,1.90,4.20,-0.4169,0.6365,8.6308,0.3473,183.5916,184.0806,183.9559,183.5916,184.0887,183.9559,0.000021
2,2.10,4.30,-0.4169,0.6365,-22.8261,0.3162,183.8573,183.8847,184.0630,183.8573,183.8847,184.3262,0.023091
2,2.16,4.40,-0.4169,0.6365,-20.1049,0.2202,183.8011,183.8370,184.0932,183.8011,183.8370,184.4074,0.032919
2,2.18,4.50,-0.4169,0.6365,-30.1412,0.1805,183.8929,183.9575,184.2183,183.8929,183.9575,184.5602,0.038963
2,2.18,4.60,-0.4169,0.6365,-25.9939,0.1719,183.9344,184.0465,184.2012,183.9344,184.0465,184.5419,0.038674
2,2.19,4.70,-0.4169,0.6365,-19.3268,0.1818,183.9679,183.8600,184.0880,183.9679,183.8600,184.4390,0.041067
2,2.17,4.80,-0.4169,0.6365,-12.3921,0.1869,183.9755,183.8950,183.9113,183.9755,183.8950,184.3013,0.050696
2,2.18,4.90,-0.4169,0.6365,-16.4217,0.1944,183.9673,183.8623,184.0124,184.3477,183.8623,184.0124,0.048235
2,2.09,5.00,-0.5424,0.7116,-58.9456,0.1304,183.9761,183.8944,184.0852,183.9761,183.8944,184.3333,0.020524
2,1.99,5.10,-0.6230,0.7598,-66.3468,0.1634,184.0954,183.9563,184.1232,184.0954,183.9563,184.2738,0.007556
2,1.92,5.20,-0.6692,0.7874,-47.4385,0.2382,184.0934,183.8181,184.3765,184.0934,183.8181,184.4480,0.001703
2,1.83,5.30,-0.6956,0.8032,-18.3265,0.3169,183.9448,183.8602,184.1845,183.9448,183.8602,184.1699,0.000072
2,1.80,5.40,-0.7108,0.8122,-7.8443,0.3755,183.7855,183.7613,184.2963,183.7855,183.7613,184.1033,0.012415
2,1.72,5.50,-0.7162,0.8155,5.8341,0.3909,183.6092,184.1269,183.7772,183.6092,184.1955,183.7772,0.001567
2,1.82,5.60,-0.7231,0.8196,-25.8981,0.4040,183.9903,183.8497,184.3748,183.9903,183.8497,184.3467,0.000262
2,2.01,5.70,-0.7265,0.8216,-10.0365,0.3782,184.0519,183.8707,184.3493,184.0519,183.8707,184.5195,0.009664
2,2.11,5.80,-0.7283,0.8227,-6.3995,0.2842,184.0753,184.0595,184.2429,184.0753,184.0595,184.5062,0.023102
2,2.05,5.90,-0.7283,0.8227,-8.6018,0.2352,184.0861,183.9733,184.2316,184.0861,184.4346,184.2316,0.070920
2,2.09,6.00,-0.7283,0.8227,-46.4963,0.2128,184.1274,183.9175,184.2452,184.1274,183.9175,184.4903,0.020022
2,2.07,6.10,-0.7283,0.8227,-30.2075,0.2143,184.0885,184.0302,184.6440,184.0885,184.0302,184.8706,0.017110
2,2.05,6.20,-0.7283,0.8227,-17.4540,0.2393,184.1855,184.0381,184.4093,184.1855,184.0381,184.6113,0.013593
1,1.12,6.30,-0.7283,0.8227,-7.0602,0.2672,184.1243,183.9425,184.3132,184.1243,183.9425,183.6409,0.150650
1,1.41,6.40,-0.6971,0.4245,0.0000,0.7392,184.3592,183.5169,183.9846,184.2449,183.5169,183.9846,0.004353
1,1.60,6.50,-0.5509,0.4245,0.0000,0.5930,184.6717,183.9976,183.8717,184.6717,183.9976,183.8115,0.001208
1,1.74,6.60,-0.4570,0.4245,20.0000,0.4729,183.4755,184.2058,184.0448,183.4755,184.2058,184.1068,0.001280
1,2.05,6.70,-0.4032,0.4245,40.0000,0.3729,183.5394,184.0857,183.9209,183.5394,184.9323,183.9209,0.238912
1,2.34,6.80,-0.3699,0.4245,0.0000,0.2766,184.7521,184.2132,184.1037,185.2458,184.2132,184.1037,0.081256
1,1.99,6.90,-0.2237,0.4245,0.0000,0.1303,184.7645,184.1900,184.1219,184.5248,184.1900,184.1219,0.019157
1,1.66,7.00,-0.3390,0.4245,-77.8319,0.1981,184.0781,183.9220,184.4997,184.0781,183.9220,184.3145,0.011442
1,1.49,7.10,-0.4479,0.4245,-138.8763,0.2773,184.0011,183.9865,184.2780,184.0011,183.9865,183.9270,0.041077
1,1.44,7.20,-0.5066,0.4245,-168.6416,0.3199,183.9227,183.9335,184.2546,183.9227,183.9335,183.8535,0.053617
1,1.42,7.30,-0.5248,0.4245,-177.1877,0.3332,184.0221,183.9357,184.2877,184.0221,183.9357,183.7475,0.097269
1,1.36,7.40,-0.5462,0.4245,173.3959,0.3488,183.5955,184.1421,183.8857,183.5955,183.6574,183.8857,0.078310
1,1.35,7.50,-0.5595,0.4245,134.6043,0.4347,183.5457,184.1571,183.9566,183.5457,183.6611,183.9566,0.082026
1,1.36,7.60,-0.5636,0.4245,111.6866,0.4721,183.5043,184.1750,183.9311,183.5043,183.6945,183.9311,0.076984
1,1.46,7.70,-0.5685,0.4245,69.3979,0.5230,183.5669,184.0939,183.9276,183.5669,183.7101,183.9276,0.049098
1,1.54,7.80,-0.5715,0.4245,21.0621,0.5422,183.5220,184.0869,184.0329,183.5220,184.0912,184.0329,0.000006
1,1.75,7.90,-0.5717,0.4245,-7.7183,0.5180,184.2280,184.1091,184.3795,184.2280,184.1091,184.5552,0.010282
1,1.87,8.00,-0.5717,0.4245,0.6507,0.4219,153.8514,153.5806,184.8757,153.8514,153.5806,184.2215,0.142642
1,1.88,8.10,-0.5717,0.4245,5.3655,0.3562,183.5566,184.1288,184.0498,183.5566,184.4344,184.0498,0.031134
1,1.95,8.20,-0.5717,0.4245,-22.0849,0.3314,184.0994,184.1093,184.3545,184.0994,184.1093,184.4618,0.003839
1,1.98,8.30,-0.5717,0.4245,-12.6347,0.3070,184.0429,184.0203,184.3942,184.0429,184.0203,184.5337,0.006482
1,1.98,8.40,-0.5717,0.4245,-6.7046,0.2990,184.1242,184.1686,184.2688,184.1242,184.1686,185.1118,0.236919
1,2.03,8.50,-0.5717,0.4245,-0.6915,0.3086,184.8709,184.6805,183.8317,184.5707,184.6805,183.8317,0.030037
1,1.12,8.60,-0.5899,0.2662,-18.6603,0.2606,184.0737,184.2042,184.4350,184.0737,184.2042,183.7065,0.176860
1,1.32,8.70,-0.6971,0.4245,0.0000,0.7392,184.4370,183.7442,184.0521,184.1470,183.7442,184.0521,0.028044
1,1.62,8.80,-0.5958,0.4245,0.0000,0.6378,184.6502,183.9145,184.1823,184.6223,183.9145,184.1823,0.000259
1,1.94,8.90,-0.4495,0.4245,0.0000,0.4916,184.9196,184.3438,184.0875,185.0912,184.3438,184.0875,0.009809
1,2.23,9.00,-0.2901,0.4245,0.0000,0.3322,184.9885,184.5040,183.9821,185.3527,184.5040,183.9821,0.044209
1,2.14,9.10,-0.1439,0.4245,0.0000,0.1860,184.9070,184.4456,184.1117,184.6107,184.4456,184.1117,0.029264
1,1.74,9.20,-0.1210,0.4245,-49.1856,0.1631,184.0986,183.9096,184.2847,184.0986,183.9096,184.1780,0.003795
1,1.53,9.30,-0.2164,0.4245,-124.9083,0.2584,184.0064,183.9714,184.3167,184.0064,183.9714,184.0043,0.032511
1,1.43,9.40,-0.2677,0.4245,-161.8308,0.3098,184.1591,184.0750,184.4202,184.1591,184.0750,184.0092,0.056310
1,1.42,9.50,-0.2933,0.4245,-178.5586,0.3354,184.1422,184.0925,184.4341,184.1422,184.0925,183.8140,0.128163
1,1.36,9.60,-0.3080,0.4245,172.6777,0.3501,183.6864,184.3711,184.3110,183.6864,183.8905,184.3110,0.077004
1,1.34,9.70,-0.3164,0.4245,137.9284,0.4269,183.6400,184.2864,184.0495,183.6400,183.7841,184.0495,0.084083
1,1.38,9.80,-0.3212,0.4245,97.6880,0.4940,183.6530,184.2858,184.2971,183.6530,183.8340,184.2971,0.068027
1,1.57,9.90,-0.3240,0.4245,54.7722,0.5340,183.6323,184.4017,184.0366,184.1279,184.4017,184.0366,0.081895
2,1.57,0.00,-0.3240,0.4245,54.7722,0.5340,183.7343,184.1680,184.1665,183.8965,184.1680,184.1665,0.008776
2,1.96,0.10,-0.2364,0.2395,-4.2037,0.4492,183.9485,184.1124,184.4402,183.9485,184.1124,184.3608,0.002099
2,2.04,0.20,-0.2046,0.1722,4.9133,0.3124,183.7111,184.2260,184.0113,183.7111,184.7838,184.0113,0.103708
2,2.19,0.30,-0.1887,0.1387,-31.0881,0.2356,184.2945,184.1077,184.3867,184.2945,184.1077,184.7359,0.040657
2,2.24,0.40,-0.1789,0.1179,-17.4105,0.1793,184.3631,184.2041,184.4365,184.3631,184.2041,184.8288,0.051301
2,2.23,0.50,-0.1749,0.1094,-16.7123,0.1585,184.3347,184.1774,184.4017,184.3347,184.1774,184.7859,0.049207
2,2.19,0.60,-0.1722,0.1038,-18.2435,0.1605,184.2555,184.0519,184.3156,184.2555,184.0519,184.6589,0.039297
2,2.13,0.70,-0.1706,0.1003,-16.4913,0.1838,184.2331,184.1686,184.4513,184.2331,184.1686,184.7379,0.027369
2,2.10,0.80,-0.1695,0.0979,-9.4764,0.2213,184.1521,184.2205,184.4310,184.1521,184.2205,184.7793,0.040444
2,2.07,0.90,-0.1688,0.0966,-2.6565,0.2464,184.1731,184.1877,184.5488,184.1731,184.1877,184.4774,0.001699
2,2.01,1.00,-0.1688,0.0966,4.1959,0.2571,183.8727,184.3087,184.0668,183.8727,184.7298,184.0668,0.059129
2,2.05,1.10,-0.1688,0.0966,-28.9731,0.2527,183.9255,184.1776,184.5506,183.9255,184.1776,184.7543,0.013830
2,2.04,1.20,-0.1688,0.0966,-14.2009,0.2557,183.8636,184.1607,184.1835,183.8636,184.1607,184.3805,0.012933
2,1.99,1.30,-0.1688,0.0966,-6.4941,0.2716,183.9689,184.1149,184.3930,183.9689,184.1149,184.4290,0.000433
2,1.82,1.40,-0.1688,0.0966,2.9930,0.2984,183.8485,184.1755,184.2358,183.8485,184.1755,184.2109,0.000206
2,1.83,1.50,-0.1688,0.0966,6.6203,0.3819,183.8330,184.2722,184.1650,183.8330,184.2722,184.2584,0.002910
2,1.91,1.60,-0.1688,0.0966,19.6771,0.3582,183.8732,184.2672,184.0074,183.8732,184.6859,184.0074,0.058433
2,1.95,1.70,-0.1688,0.0966,-7.5567,0.3322,184.0264,184.2541,184.5543,184.0264,184.2541,184.3023,0.021168
2,1.93,1.80,-0.1688,0.0966,5.5946,0.3152,183.8002,184.3125,184.1783,183.8002,184.5358,184.1783,0.016634
2,1.98,1.90,-0.1688,0.0966,-23.4805,0.3014,184.0812,184.1810,184.5785,184.0812,184.1810,184.7143,0.006149
2,2.00,2.00,-0.1688,0.0966,-9.6778,0.2958,184.0766,184.1803,184.7183,184.0766,184.1803,184.4524,0.023570
2,1.94,2.10,-0.1688,0.0966,2.1663,0.2976,183.7413,184.1683,184.1770,183.7413,184.6574,184.1770,0.079736
2,2.03,2.20,-0.1688,0.0966,-27.6196,0.2901,184.2362,184.2471,184.5178,184.2362,184.2471,184.7046,0.011627
2,2.17,2.30,-0.1688,0.0966,-14.1894,0.2643,184.3160,184.2556,184.5448,184.3160,184.2556,184.8683,0.034881
2,2.13,2.40,-0.1688,0.0966,-22.1229,0.1848,184.3405,184.2251,184.5661,184.3405,184.2251,184.8542,0.027673
2,2.13,2.50,-0.1688,0.0966,-38.4020,0.1798,184.2267,184.2509,184.5674,184.2267,184.2509,184.8534,0.027262
2,2.12,2.60,-0.1688,0.0966,-27.7042,0.1957,184.2830,184.0814,184.5621,184.2830,184.0814,184.8336,0.024579
2,2.07,2.70,-0.1688,0.0966,-17.9535,0.2165,184.2404,184.1568,184.5586,184.2404,184.1568,184.7817,0.016589
2,2.07,2.80,-0.1688,0.0966,-14.7335,0.2452,184.3019,184.2547,184.6770,184.3019,184.2547,184.8978,0.016248
2,2.11,2.90,-0.1688,0.0966,-11.6771,0.2500,184.1883,184.4247,184.5051,184.1883,184.4247,184.7666,0.022795
2,2.13,3.00,-0.1688,0.0966,-10.2376,0.2325,184.1661,184.2784,184.6036,184.1661,184.2784,185.2275,0.129770
2,2.16,3.10,-0.1688,0.0966,-0.6228,0.2340,185.0615,184.6290,184.1839,185.0025,184.6290,184.1839,0.001160
2,2.14,3.20,-0.1656,-0.0496,-23.9650,0.1851,184.2908,184.2623,184.7632,184.2908,184.2623,185.0529,0.027973
2,2.09,3.30,-0.1636,-0.1434,-24.5952,0.1972,184.2761,184.3800,184.6316,184.2761,184.3800,184.8754,0.019814
2,2.09,3.40,-0.1624,-0.1972,-23.7047,0.2220,184.2338,184.1928,184.6145,184.2338,184.1928,184.8607,0.020202
2,2.10,3.50,-0.1619,-0.2196,-15.1933,0.2327,184.2193,184.3603,184.6445,184.2193,184.3603,184.8982,0.021448
2,2.11,3.60,-0.1616,-0.2329,-6.8965,0.2404,184.2937,184.4334,184.6482,184.9118,184.4334,184.6482,0.127376
2,1.93,3.70,-0.3078,-0.2303,-29.7811,0.2036,184.2562,184.4050,184.5644,184.2562,184.6478,184.5644,0.019655
2,1.89,3.80,-0.4017,-0.2286,-80.6749,0.2234,184.2550,184.5657,184.8114,184.2550,184.5657,184.8524,0.000562
2,1.87,3.90,-0.4598,-0.2276,-53.5861,0.2810,184.4208,184.4730,184.7207,184.4208,184.4730,184.7421,0.000152
2,1.88,4.00,-0.4888,-0.2271,-30.9504,0.3227,184.3397,184.2745,184.7221,184.3397,184.2745,184.7514,0.000285
2,1.75,4.10,-0.5054,-0.2268,-13.5049,0.3430,184.3503,184.4025,184.6089,184.3503,184.5092,184.6089,0.003795
2,1.75,4.20,-0.5149,-0.2266,-45.7202,0.3633,184.2565,184.4656,184.5745,184.2565,184.4656,184.4788,0.003051
2,1.69,4.30,-0.5203,-0.2265,-19.9568,0.3972,184.3174,184.4450,184.6610,184.3174,184.4450,184.5093,0.007670
2,1.69,4.40,-0.5235,-0.2265,-8.2328,0.4411,184.3757,184.4153,184.6733,184.3757,184.4153,184.0871,0.114542
2,1.71,4.50,-0.5244,-0.2264,1.6384,0.4543,183.6602,184.2637,184.3784,183.6602,184.2637,184.2250,0.007844
2,1.76,4.60,-0.5244,-0.2264,12.7759,0.4277,183.7311,184.4874,184.3383,183.7311,184.4795,184.3383,0.000021
2,1.83,4.70,-0.5244,-0.2264,-16.3648,0.3952,184.3561,184.4054,184.5726,184.3561,184.4054,184.5590,0.000061
2,1.86,4.80,-0.5244,-0.2264,-6.8184,0.3745,184.3205,184.2933,184.5314,184.3205,184.2933,184.4771,0.000986
2,1.86,4.90,-0.5244,-0.2264,1.9224,0.3673,183.7272,184.4320,184.2350,183.7272,184.7125,184.2350,0.026227
2,2.12,5.00,-0.5244,-0.2264,-28.4168,0.3297,184.3941,184.2797,184.6641,184.3941,184.2797,184.9403,0.025434
2,2.19,5.10,-0.5244,-0.2264,-19.3896,0.2116,184.3642,184.3979,184.4144,184.3642,184.3979,184.7648,0.040924
2,2.22,5.20,-0.5244,-0.2264,-31.2912,0.1593,184.3602,184.3980,184.5497,184.3602,184.3980,184.9236,0.046605
1,1.12,5.30,-0.5244,-0.2264,-24.0892,0.1568,184.2614,184.4391,184.6168,184.2614,184.4391,183.8209,0.211168
1,1.41,5.40,-0.6971,0.4245,0.0000,0.7392,184.6400,183.9003,184.1398,184.5385,183.9003,184.1398,0.003439
1,1.71,5.50,-0.5509,0.4245,0.0000,0.5930,184.8986,184.4221,184.3938,184.9282,184.4221,184.3938,0.000293
1,2.03,5.60,-0.4047,0.4245,0.0000,0.4468,185.1626,184.7243,184.4912,185.3927,184.7243,184.4912,0.017649
1,2.34,5.70,-0.2453,0.4245,0.0000,0.2873,185.2811,184.7501,184.4047,185.7266,184.7501,184.4047,0.066165
1,1.99,5.80,-0.0859,0.4245,0.0000,0.1279,185.3016,184.7441,184.6027,184.9603,184.7441,184.6027,0.038813
1,1.77,5.90,-0.1560,0.4245,-77.8319,0.1981,184.4316,184.4515,184.7020,184.4316,184.4515,184.6202,0.002228
1,1.64,6.00,-0.2093,0.4245,-119.5423,0.2513,184.2998,184.4428,184.9358,184.2998,184.4428,184.7238,0.014982
1,1.48,6.10,-0.2408,0.4245,-142.9024,0.2829,184.3157,184.4816,184.6729,184.3157,184.4816,184.3064,0.044782
1,1.42,6.20,-0.2809,0.4245,-170.6048,0.3229,184.3236,184.4387,184.7158,184.3236,184.4387,183.9451,0.197980
1,1.42,6.30,-0.3009,0.4245,176.8448,0.3429,183.7867,184.3909,184.4609,183.7867,184.0346,184.4609,0.042315
1,1.32,6.40,-0.3123,0.4245,170.2694,0.3544,183.8851,184.4201,184.3967,183.8851,184.4201,184.0981,0.029717
1,1.27,6.50,-0.3194,0.4245,-147.9629,0.4367,184.2906,184.2895,184.7153,184.2906,184.2895,184.1409,0.109973
1,1.28,6.60,-0.3230,0.4245,-116.4004,0.5020,184.2905,184.2559,184.4773,184.2905,184.2559,183.9115,0.106726
1,1.35,6.70,-0.3244,0.4245,-87.3728,0.5392,184.3246,184.3771,184.7076,184.3246,184.3771,184.2146,0.080985
1,1.46,6.80,-0.3244,0.4245,-59.1344,0.5408,184.3254,184.2623,184.7025,184.3254,184.2623,184.3112,0.051030
1,1.71,6.90,-0.3244,0.4245,-39.9656,0.5166,184.4214,184.2792,184.8180,184.4214,184.2792,184.6798,0.006372
1,1.85,7.00,-0.3244,0.4245,-15.6123,0.4234,184.5137,184.3899,184.8503,184.5137,184.3899,184.8480,0.000002
1,1.93,7.10,-0.3244,0.4245,-11.2590,0.3613,184.5017,184.3573,184.7685,184.5017,184.3573,185.0045,0.018569
1,1.88,7.20,-0.3244,0.4245,-2.6443,0.3297,184.7771,184.4520,184.8348,184.7771,184.7111,184.8348,0.022382
1,1.93,7.30,-0.3244,0.4245,-35.7606,0.3123,184.4193,184.2788,184.6337,184.4193,184.2788,184.7218,0.002587
1,1.92,7.40,-0.3244,0.4245,-14.7645,0.3123,184.3852,184.4645,184.7460,184.3852,184.4645,184.8173,0.001696
1,1.88,7.50,-0.3244,0.4245,-7.8596,0.3297,184.3379,184.4181,184.7061,184.3379,184.4181,184.5451,0.008643
1,1.85,7.60,-0.3244,0.4245,0.8087,0.3613,154.8593,155.6756,185.0503,154.8593,155.6756,184.5181,0.094422
1,1.85,7.70,-0.3244,0.4245,8.8537,0.3624,184.0021,184.4380,184.3830,184.0021,184.4380,184.4434,0.001215
1,1.96,7.80,-0.3244,0.4245,22.7056,0.3436,183.9538,184.5074,184.5256,183.9538,184.6481,184.5256,0.006599
1,2.04,7.90,-0.3244,0.4245,-7.0041,0.3125,184.3929,184.5041,184.8090,184.3929,184.5041,188.6403,4.893067
1,2.16,8.00,-0.3244,0.4245,0.0928,0.2780,187.3143,188.6432,183.5410,185.1275,188.6432,183.5410,1.593917
1,2.17,8.10,-0.4489,0.3478,-21.3529,0.1904,184.4972,184.4825,184.7478,184.4972,184.4825,185.0704,0.034674
1,2.16,8.20,-0.5289,0.2986,-31.7696,0.1709,184.4275,184.5264,184.8487,184.4275,184.5264,185.1593,0.032153
1,2.14,8.30,-0.5747,0.2704,-32.4866,0.1754,184.3970,184.6254,184.7322,184.3970,184.6254,185.0244,0.028455
1,1.94,8.40,-0.6030,0.2529,-30.5099,0.1879,184.4349,184.5996,184.7647,184.4349,184.8613,184.7647,0.022824
1,1.91,8.50,-0.6171,0.2442,-83.2994,0.2122,184.4041,184.3964,184.5298,184.4041,184.3964,184.5955,0.001438
1,1.87,8.60,-0.6252,0.2392,-62.8209,0.2573,184.4007,184.4406,184.7315,184.4007,184.4406,184.7546,0.000177
1,1.88,8.70,-0.6299,0.2364,-37.0923,0.3133,184.4627,184.4141,184.7450,184.4627,184.4141,184.7769,0.000339
1,1.91,8.80,-0.6325,0.2347,-13.0235,0.3422,184.4247,184.3919,184.6515,184.4247,184.3919,184.7100,0.001141
1,1.94,8.90,-0.6333,0.2342,-5.3153,0.3401,184.3480,184.4565,184.9152,184.3480,184.4565,185.3445,0.061426
1,1.84,9.00,-0.6333,0.2342,1.1316,0.3302,178.8276,178.6660,185.4696,178.8276,184.6665,185.4696,12.002010
1,1.85,9.10,-0.6333,0.2342,-31.3670,0.3378,184.1326,184.3712,184.8620,184.1326,184.3712,184.8608,0.000000
1,1.89,9.20,-0.6333,0.2342,-11.4366,0.3604,184.2751,184.4554,184.5797,184.2751,184.4554,184.6356,0.001042
1,1.96,9.30,-0.6333,0.2342,-3.1396,0.3521,184.5260,184.4804,184.7940,184.5260,184.4804,184.6628,0.005737
1,1.99,9.40,-0.6333,0.2342,6.0947,0.3139,183.9796,184.4841,184.4929,183.9796,184.8461,184.4929,0.043674
1,2.08,9.50,-0.6333,0.2342,-25.2216,0.2684,184.5287,184.4283,184.8985,184.5287,184.4283,185.1333,0.018380
1,2.11,9.60,-0.6333,0.2342,-15.0521,0.2372,184.4633,184.5133,184.9022,184.4633,184.5133,185.1598,0.022116
1,2.08,9.70,-0.6333,0.2342,-14.6746,0.2263,184.4062,184.7375,184.9415,184.4062,184.7375,185.1770,0.018492
1,2.11,9.80,-0.6333,0.2342,-12.3719,0.2403,184.3890,184.7566,184.6317,184.3890,184.7566,185.0143,0.048771
1,2.07,9.90,-0.6333,0.2342,-11.7100,0.2311,184.4536,184.6675,184.8521,184.4536,185.0750,184.8521,0.055344
2,2.07,0.00,-0.6333,0.2342,-11.7100,0.2311,184.5497,184.5500,184.8292,184.5497,185.0523,184.8292,0.084103
