Episode,Reward,Timer,Input_PosX,Input_PosY,Input_Angle,Input_DistNorm,Output_Accelerate,Output_TurnLeft,Output_TurnRight,Target_Accelerate,Target_TurnLeft,Target_TurnRight,Loss
1,1.12,5.90,0.9646,-0.1803,126.8657,0.3160,171.3246,164.4074,165.8281,172.8052,164.4074,165.8281,0.730732
1,1.28,6.00,-0.6971,0.4245,0.0000,0.7392,173.7725,172.2474,172.0931,173.7600,172.2474,172.0931,0.000053
1,1.37,6.10,-0.5377,0.4245,0.0000,0.6595,175.8035,171.8789,171.6836,175.5576,171.8789,171.6836,0.020150
1,1.51,6.20,-0.4533,0.4245,0.0000,0.6173,175.4087,172.9154,170.9914,175.3537,172.9154,170.9914,0.001008
1,1.60,6.30,-0.3070,0.4245,0.0000,0.5441,175.7395,173.9163,171.5119,175.6732,173.9163,171.5119,0.001466
1,1.68,6.40,-0.2225,0.4245,0.0000,0.5019,175.4615,174.5661,170.7879,175.4693,174.5661,170.7879,0.000020
1,1.83,6.50,-0.1381,0.4245,0.0000,0.4597,173.2061,171.4908,170.9863,173.4109,171.4908,170.9863,0.013979
1,1.99,6.60,0.0082,0.4245,0.0000,0.3866,176.0116,173.2361,171.1044,176.3271,173.2361,171.1044,0.033188
1,2.13,6.70,0.1676,0.4245,0.0000,0.3068,177.2174,174.1275,171.0783,177.6305,174.1275,171.0783,0.056880
1,2.22,6.80,0.3138,0.4245,0.0000,0.2337,184.3829,176.2883,171.5383,184.7205,176.2883,171.5383,0.037995
1,2.36,6.90,0.3983,0.4245,0.0000,0.1915,180.1291,176.0388,171.6402,180.5803,176.0388,171.6402,0.067847
1,1.94,7.00,0.5445,0.4245,0.0000,0.1184,179.4043,176.5922,171.0837,173.9537,176.5922,171.0837,9.902929
1,1.66,7.10,0.5230,0.4245,-86.0888,0.2084,134.3974,155.4089,172.8018,134.3974,155.4089,172.7334,0.001559
1,1.49,7.20,0.4886,0.4245,-138.8763,0.2773,134.1405,157.7197,173.7734,134.1405,157.7197,173.5273,0.020190
1,1.42,7.30,0.4673,0.4245,-168.6416,0.3200,134.6530,156.9686,174.7434,134.6530,156.9686,172.5276,1.636552
1,1.12,7.40,0.4566,0.4245,177.8733,0.3412,174.7952,164.6445,165.2537,176.2756,164.6445,165.2537,0.730536
1,1.22,7.50,-0.6971,0.4245,0.0000,0.7392,176.6370,175.9783,174.3949,176.3325,175.9783,174.3949,0.030911
1,1.38,7.60,-0.5958,0.4245,0.0000,0.6885,176.6633,176.0328,174.6234,176.5991,176.0328,174.6234,0.001374
1,1.53,7.70,-0.4364,0.4245,0.0000,0.6088,176.7553,175.7082,174.5721,176.7552,175.7082,174.5721,0.000000
1,1.67,7.80,-0.2901,0.4245,0.0000,0.5357,177.2715,174.3396,174.0273,177.3404,174.3396,174.0273,0.001583
1,1.83,7.90,-0.1439,0.4245,0.0000,0.4626,178.5627,173.7145,173.7124,178.7332,173.7145,173.7124,0.009685
1,1.98,8.00,0.0155,0.4245,0.0000,0.3829,178.3316,173.8592,173.9617,178.6103,173.8592,173.9617,0.025889
1,2.06,8.10,0.1617,0.4245,0.0000,0.3098,178.0063,173.6900,173.6788,178.3259,173.6900,173.6788,0.034034
1,2.15,8.20,0.2462,0.4245,0.0000,0.2675,180.6698,173.1014,172.7681,181.0391,173.1014,172.7681,0.045452
1,2.30,8.30,0.3307,0.4245,0.0000,0.2253,181.7357,173.0869,172.4722,182.2469,173.0869,172.4722,0.087088
1,2.14,8.40,0.4769,0.4245,0.0000,0.1522,179.3639,174.0572,172.0883,173.7295,174.0572,172.0883,10.581980
1,1.90,8.50,0.5457,0.4245,-49.1856,0.1631,135.6255,150.2698,174.8407,135.6255,150.2698,174.9957,0.008002
1,1.74,8.60,0.5182,0.4245,-93.7734,0.2181,135.0113,149.6990,174.7365,135.0113,149.6990,174.7253,0.000042
1,1.53,8.70,0.4980,0.4245,-124.9083,0.2584,138.4668,149.8736,176.7215,138.4668,149.8736,176.4852,0.018622
1,1.43,8.80,0.4723,0.4245,-161.8308,0.3098,140.6712,150.1171,176.6690,140.6712,150.1171,176.3355,0.037073
1,1.42,8.90,0.4595,0.4245,-178.5586,0.3354,141.6088,150.0602,176.5114,141.6088,150.0602,170.5425,11.875870
1,1.12,9.00,0.4516,0.4245,172.0093,0.3513,172.5201,170.6353,167.2853,172.5201,180.9101,167.2853,35.190160
1,1.27,9.10,-0.6971,0.4245,0.0000,0.7392,180.1911,175.0441,173.4501,179.8481,175.0441,173.4501,0.039234
1,1.35,9.20,-0.5509,0.4245,0.0000,0.6661,179.6989,176.2202,173.2115,179.3483,176.2202,173.2115,0.040967
1,1.44,9.30,-0.4664,0.4245,0.0000,0.6238,180.3538,175.8189,173.5244,180.0839,175.8189,173.5244,0.024287
1,1.60,9.40,-0.3820,0.4245,0.0000,0.5816,179.0679,175.1321,173.3182,179.0265,175.1321,173.3182,0.000572
1,1.74,9.50,-0.2225,0.4245,0.0000,0.5019,179.2273,176.3560,174.4507,179.2897,176.3560,174.4507,0.001298
1,1.90,9.60,-0.0763,0.4245,0.0000,0.4288,180.3414,176.2726,173.4916,180.5253,176.2726,173.4916,0.011265
1,1.90,9.70,0.0831,0.4245,0.0000,0.3491,180.0011,175.6011,173.4839,180.0011,175.6011,174.5181,0.356457
1,2.02,9.80,0.1381,0.4245,20.0000,0.3216,175.1840,169.7138,167.5419,175.4527,169.7138,167.5419,0.024062
1,2.13,9.90,0.2755,0.3745,25.6470,0.2541,175.8750,169.9497,167.0956,176.2443,169.9497,167.0956,0.045444
2,2.13,0.00,0.2755,0.3745,25.6470,0.2541,176.0595,167.7897,166.8757,176.4269,167.7897,166.8757,0.044991
2,2.33,0.10,0.4770,0.3012,22.0641,0.1642,176.0568,165.6333,166.5900,176.6307,165.6333,166.5900,0.109769
2,2.30,0.20,0.6188,0.2991,19.9945,0.1050,173.9832,167.5414,167.7325,175.9005,167.5414,167.7325,1.225343
2,2.20,0.30,0.6328,0.2730,-4.8669,0.1409,139.9235,154.8978,173.8194,139.9235,154.8978,174.8552,0.357636
2,2.08,0.40,0.6430,0.2538,-23.3472,0.1676,138.6292,154.4864,174.4012,138.6292,154.4864,174.7355,0.037260
2,2.01,0.50,0.6551,0.2312,-44.2894,0.1993,138.7020,153.4846,174.5048,138.7020,153.4846,174.7707,0.023578
2,1.98,0.60,0.6621,0.2183,-55.4091,0.2175,138.5648,153.4342,175.0104,138.5648,153.4342,175.2442,0.018218
2,1.96,0.70,0.6650,0.2129,-59.7066,0.2251,137.6564,152.6974,175.8870,137.6564,152.6974,176.0871,0.013337
2,2.06,0.80,0.6677,0.2077,-63.5028,0.2324,137.2859,154.4045,176.4930,137.2859,154.4045,176.7896,0.029318
2,2.12,0.90,0.6694,0.2046,-23.3502,0.2368,140.1619,154.4725,176.8464,140.1619,154.4725,180.9876,5.716526
2,2.27,1.00,0.6698,0.2038,-0.4352,0.2389,179.9781,175.6329,174.7626,176.4027,175.6329,174.7626,4.261220
2,2.31,1.10,0.7767,0.3221,-1.7457,0.1602,176.9966,173.1119,173.4785,175.9235,173.1119,173.4785,0.383862
2,2.18,1.20,0.8500,0.4081,-16.1667,0.1204,140.5481,152.5571,174.3599,140.5481,152.5571,174.7974,0.063820
2,2.09,1.30,0.8472,0.4082,-41.6865,0.1515,139.0947,154.4590,175.1904,139.0947,154.4590,175.5246,0.037226
1,1.12,1.40,0.8451,0.4084,-59.4565,0.1744,139.1872,154.3789,175.7276,139.1872,154.3789,177.3541,0.881862
1,1.24,1.50,-0.6971,0.4245,0.0000,0.7392,177.3749,177.0217,176.6660,177.1078,177.0217,176.6660,0.023779
1,1.39,1.60,-0.5799,0.4245,0.0000,0.6806,177.4482,176.5594,176.2241,177.3160,176.5594,176.2241,0.005823
1,1.47,1.70,-0.4337,0.4245,0.0000,0.6075,177.6228,177.6556,176.0885,177.4466,177.6556,176.0885,0.010350
1,1.63,1.80,-0.3492,0.4245,0.0000,0.5652,177.5343,176.5513,175.9145,177.6138,176.5513,175.9145,0.002105
1,1.78,1.90,-0.1898,0.4245,0.0000,0.4855,177.6559,177.7591,175.9326,177.8005,177.7591,175.9326,0.006972
1,1.86,2.00,-0.0436,0.4245,0.0000,0.4124,178.2183,178.5972,175.6572,178.6714,178.5972,175.6572,0.068436
1,1.89,2.10,0.0409,0.4245,0.0000,0.3702,179.0683,177.9691,175.5676,179.0683,176.5414,175.5676,0.679432
1,2.03,2.20,0.1283,0.4245,-20.0000,0.3265,139.6035,158.6480,176.2277,139.6035,158.6480,179.4406,3.440823
1,2.19,2.30,0.2112,0.4245,0.0000,0.2850,178.7549,179.1112,175.3751,179.4712,179.1112,175.3751,0.171033
1,2.22,2.40,0.3706,0.4245,0.0000,0.2053,179.7979,180.2459,175.5903,179.7979,177.1765,175.5903,3.140430
1,2.33,2.50,0.4589,0.4245,-20.0000,0.1612,138.8550,160.3321,177.4092,138.8550,160.3321,180.3868,2.955367
1,2.03,2.60,0.5094,0.4245,0.0000,0.1359,179.6383,178.7564,175.5891,176.9277,178.7564,175.5891,2.449065
1,1.71,2.70,0.5331,0.4245,-68.9602,0.1871,138.3943,159.4038,176.5864,138.3943,159.4038,176.5295,0.001077
1,1.58,2.80,0.4941,0.4245,-129.9024,0.2651,141.0133,158.3022,177.1359,141.0133,158.3022,176.9434,0.012349
1,1.50,2.90,0.4779,0.4245,-153.3823,0.2975,141.5885,157.7456,178.5172,141.5885,157.7456,178.2359,0.026361
1,1.42,3.00,0.4683,0.4245,-166.5323,0.3167,140.7074,157.7856,176.8876,140.7074,157.7856,175.7899,0.401672
1,1.42,3.10,0.4570,0.4245,178.9784,0.3394,176.5033,168.0932,169.6888,176.1575,168.0932,169.6888,0.039844
1,1.12,3.20,0.4505,0.4245,171.3872,0.3523,177.0392,169.5279,169.3991,178.0649,169.5279,169.3991,0.350715
1,1.07,3.30,-0.6971,0.4245,0.0000,0.7392,179.0861,177.5007,177.3836,179.0861,177.5007,175.9506,0.684466
1,1.16,3.40,-0.6971,0.4245,20.0000,0.7392,177.0866,169.7364,170.9342,176.4726,169.7364,170.9342,0.125658
1,1.23,3.50,-0.6019,0.3899,21.4360,0.6918,177.4037,168.5398,170.3895,176.8610,168.5398,170.3895,0.098156
1,1.40,3.60,-0.5225,0.3610,22.7913,0.6527,177.0574,169.9270,170.0687,177.0574,181.2303,170.0687,42.588540
1,1.40,3.70,-0.4095,0.3199,2.2332,0.5977,175.0577,163.1989,182.1044,175.0577,163.1989,176.4754,10.561810
1,1.53,3.80,-0.3448,0.2963,23.7069,0.5666,176.8025,171.9339,171.7904,176.5688,171.9339,171.7904,0.018192
1,1.60,3.90,-0.1925,0.2491,27.4210,0.4947,177.1600,169.7094,171.5474,176.9902,169.7094,171.5474,0.009609
1,1.67,4.00,-0.1118,0.2241,29.8573,0.4576,176.9265,170.4581,171.6351,176.8233,170.4581,171.6351,0.003549
1,1.74,4.10,-0.0311,0.1991,32.7169,0.4215,177.0027,169.5350,171.4576,176.9706,169.5350,171.4576,0.000344
1,1.83,4.20,0.0658,0.1691,36.8527,0.3799,177.0143,172.0383,171.0500,177.0716,172.0383,171.0500,0.001092
1,1.87,4.30,0.2054,0.1259,44.6226,0.3243,176.6269,172.7487,171.4569,176.7292,172.7487,171.4569,0.003486
1,1.92,4.40,0.2861,0.1009,50.3801,0.2958,176.8475,172.7136,171.4316,176.9950,172.7136,171.4316,0.007248
1,1.92,4.50,0.4384,0.0537,64.4522,0.2525,176.7903,170.1799,171.5497,176.9429,170.1799,171.5497,0.007767
1,1.91,4.60,0.5191,0.0287,73.6908,0.2374,174.8416,170.7245,172.0107,175.0019,170.7245,172.0107,0.008568
1,1.85,4.70,0.5998,0.0037,83.8819,0.2291,176.5838,172.1564,173.0280,176.6685,172.1564,173.0280,0.002392
1,1.76,4.80,0.7395,-0.0395,102.0636,0.2330,176.9821,171.3453,172.1792,176.9675,171.3453,172.1792,0.000071
1,1.12,4.90,0.8791,-0.0828,118.1300,0.2583,174.3425,170.7363,172.8117,179.4810,170.7363,172.8117,8.801564
1,1.07,5.00,-0.6971,0.4245,0.0000,0.7392,180.9449,177.7274,176.4662,180.9449,177.7274,173.3634,3.209183
1,1.14,5.10,-0.6971,0.4245,20.0000,0.7392,175.6880,170.2582,171.5708,175.0730,170.2582,171.5708,0.126090
1,1.22,5.20,-0.6178,0.3957,21.1832,0.6997,175.9871,168.0235,171.8412,175.4438,168.0235,171.8412,0.098388
1,1.29,5.30,-0.5384,0.3668,22.5074,0.6604,175.7939,168.1456,171.0760,175.3260,168.1456,171.0760,0.072966
1,1.36,5.40,-0.4590,0.3379,23.9979,0.6216,173.7734,169.5006,170.8220,173.3977,169.5006,170.8220,0.047047
1,1.48,5.50,-0.3796,0.3090,25.6856,0.5833,175.3788,170.0192,170.3001,175.1072,170.0192,170.3001,0.024596
1,1.60,5.60,-0.2422,0.2590,29.1903,0.5184,175.1515,170.8636,171.0263,175.0042,170.8636,171.0263,0.007233
1,1.66,5.70,-0.0924,0.2044,34.1407,0.4505,175.5382,172.7334,171.5168,175.4465,172.7334,171.5168,0.002801
1,1.72,5.80,-0.0130,0.1755,37.4061,0.4162,176.1560,171.3491,172.0259,176.1129,171.3491,172.0259,0.000620
1,1.80,5.90,0.0664,0.1467,41.2425,0.3835,176.5984,171.3950,171.7599,176.6306,171.3950,171.7599,0.000345
1,1.85,6.00,0.2038,0.0966,49.5887,0.3320,176.8837,172.8669,172.1769,176.9662,172.8669,172.1769,0.002274
1,1.87,6.10,0.3412,0.0466,60.6541,0.2900,177.1160,173.2558,172.0709,177.2126,173.2558,172.0709,0.003107
1,1.86,6.20,0.4910,-0.0079,76.1278,0.2604,177.0850,174.4067,172.1610,177.1696,174.4067,172.1610,0.002385
1,1.80,6.30,0.5704,-0.0368,85.4326,0.2536,177.1155,174.8878,171.7653,177.1450,174.8878,171.7653,0.000288
1,1.70,6.40,0.7078,-0.0868,101.8209,0.2583,174.8879,173.4420,172.2838,174.8411,173.4420,172.2838,0.000729
1,1.12,6.50,0.8576,-0.1413,117.6797,0.2855,176.3495,173.8186,172.6656,178.7700,173.8186,172.6656,1.952943
1,1.28,6.60,-0.6971,0.4245,0.0000,0.7392,179.1650,177.2985,176.4457,178.8665,177.2985,176.4457,0.029702
1,1.43,6.70,-0.5377,0.4245,0.0000,0.6595,180.2945,176.9949,176.0747,180.0747,176.9949,176.0747,0.016107
1,1.43,6.80,-0.3915,0.4245,0.0000,0.5864,179.8823,179.0973,175.8144,179.8823,176.3873,175.8144,2.448128
1,1.55,6.90,-0.3330,0.4245,-20.0000,0.5571,143.2097,159.1159,177.1012,143.2097,159.1159,179.5688,2.029592
1,1.64,7.00,-0.2641,0.4245,0.0000,0.5227,178.9417,177.5555,176.2191,178.8482,177.5555,176.2191,0.002913
1,1.72,7.10,-0.1796,0.4245,0.0000,0.4804,178.8324,176.8357,176.2262,178.8125,176.8357,176.2262,0.000132
1,1.81,7.20,-0.0951,0.4245,0.0000,0.4382,179.2509,176.8576,176.0978,179.2967,176.8576,176.0978,0.000700
1,1.97,7.30,-0.0107,0.4245,0.0000,0.3960,179.1772,176.7895,175.8915,179.3899,176.7895,175.8915,0.015088
1,2.00,7.40,0.1487,0.4245,0.0000,0.3163,179.1416,178.7691,175.6114,179.1416,177.2720,175.6114,0.747104
1,2.11,7.50,0.2370,0.4245,-20.0000,0.2721,142.3683,159.7839,177.3222,142.3683,159.7839,179.3081,1.314601
1,2.26,7.60,0.2916,0.4245,0.0000,0.2448,180.4817,177.6368,176.5030,180.9426,177.6368,176.5030,0.070816
1,2.32,7.70,0.4379,0.4245,0.0000,0.1717,179.6808,178.6790,176.0466,178.1601,178.6790,176.0466,0.770818
1,1.87,7.80,0.5683,0.4245,-13.6511,0.1209,143.2137,160.5902,178.6762,143.2137,160.5902,178.7547,0.002055
1,1.62,7.90,0.5062,0.4245,-100.9253,0.2272,143.1896,161.6615,177.9030,143.1896,161.6615,177.7404,0.008804
1,1.47,8.00,0.4706,0.4245,-146.6494,0.2881,143.7839,162.4467,178.2825,143.7839,177.9692,178.2825,80.315910
1,1.42,8.10,0.4486,0.4245,-172.4318,0.3258,143.2510,161.8690,177.9090,143.2510,161.8690,176.6634,0.517216
1,1.51,8.20,0.4376,0.4245,175.8875,0.3445,177.1064,173.2399,172.3929,177.1064,176.8455,172.3929,4.333428
1,1.47,8.30,0.4308,0.4245,135.8875,0.3562,175.0159,173.2399,172.2728,174.7369,173.2399,172.2728,0.025937
1,1.48,8.40,0.3258,0.3228,106.9159,0.4159,175.6222,172.0250,171.2480,175.3467,172.0250,171.2480,0.025311
1,1.12,8.50,0.3113,0.2395,92.2657,0.4315,174.1253,172.9054,172.6738,181.0008,172.9054,172.6738,15.757450
1,1.21,8.60,-0.6971,0.4245,0.0000,0.7392,180.4863,179.3683,176.2496,179.9616,179.3683,176.2496,0.091771
1,1.35,8.70,-0.6127,0.4245,0.0000,0.6970,180.8090,179.4177,176.3080,180.4848,179.4177,176.3080,0.035023
1,1.50,8.80,-0.4664,0.4245,0.0000,0.6238,181.3756,179.5195,176.1727,181.1796,179.5195,176.1727,0.012809
1,1.66,8.90,-0.3202,0.4245,0.0000,0.5507,180.7935,179.4735,175.7363,180.7776,179.4735,175.7363,0.000085
1,1.80,9.00,-0.1608,0.4245,0.0000,0.4710,179.4950,178.3077,174.9171,179.6230,178.3077,174.9171,0.005462
1,1.96,9.10,-0.0146,0.4245,0.0000,0.3979,178.8735,177.0731,174.8385,179.2060,177.0731,174.8385,0.036867
1,2.00,9.20,0.1448,0.4245,0.0000,0.3182,178.6794,176.5031,174.3182,178.6794,176.5031,175.9898,0.931433
1,2.10,9.30,0.2331,0.4245,20.0000,0.2741,175.7489,173.2459,174.0835,175.7489,179.0412,174.0835,11.194890
1,2.26,9.40,0.2836,0.4245,0.0000,0.2488,178.9506,176.0322,174.4267,179.5278,176.0322,174.4267,0.111028
1,2.27,9.50,0.4431,0.4245,0.0000,0.1691,179.1335,176.2736,174.8614,179.1335,176.2736,175.9876,0.422757
1,2.32,9.60,0.5071,0.4245,20.0000,0.1371,175.2534,172.2860,173.8928,175.8164,172.2860,173.8928,0.105663
1,2.32,9.70,0.5798,0.3958,26.7848,0.1050,175.4730,171.7511,174.1968,181.6177,171.7511,174.1968,12.585650
1,2.21,9.80,0.5837,0.3691,-0.4906,0.1408,180.7217,180.7102,174.6095,180.7217,176.9958,174.6095,4.599077
1,2.13,9.90,0.5865,0.3495,-20.5591,0.1674,145.8667,163.3790,176.5536,145.8667,163.3790,176.9171,0.044061
2,2.13,0.00,0.5865,0.3495,-20.5591,0.1674,146.0335,165.0984,176.3348,146.0335,165.0984,176.7006,0.044596
2,2.01,0.10,0.5901,0.3246,-44.9432,0.2015,147.4552,164.4706,175.8527,147.4552,164.4706,176.1014,0.020608
2,1.98,0.20,0.5919,0.3122,-56.1153,0.2185,146.9803,163.7194,176.0319,146.9803,163.7194,176.2526,0.016234
2,1.96,0.30,0.5926,0.3070,-60.4288,0.2256,146.9359,162.6532,176.2449,146.9359,162.6532,176.4394,0.012609
2,2.01,0.40,0.5933,0.3021,-64.2384,0.2323,146.5143,162.5342,176.0221,146.5143,162.5342,176.2698,0.020449
2,2.11,0.50,0.5936,0.3003,-44.1620,0.2347,146.3765,164.4619,176.7402,146.3765,164.4619,176.2676,0.074478
2,2.08,0.60,0.5938,0.2986,-4.1309,0.2377,149.0201,164.4763,176.7687,149.0201,164.4763,174.5377,1.659147
2,2.20,0.70,0.5938,0.2986,15.1693,0.2392,174.9171,171.8041,174.1279,175.3706,171.8041,174.1279,0.068551
2,2.30,0.80,0.7400,0.3033,20.5632,0.1701,176.1062,171.8594,173.9587,176.6403,171.8594,173.9587,0.095083
2,2.29,0.90,0.8941,0.3089,34.2043,0.1049,176.8881,172.3925,174.1276,209.2073,172.3925,174.1276,348.176500
1,1.12,1.00,0.9098,0.2762,0.9031,0.1524,202.5016,208.3944,184.4016,202.5016,178.9660,184.4016,288.677900
1,1.22,1.10,-0.6971,0.4245,0.0000,0.7392,180.9134,177.7137,176.5494,180.6312,177.7137,176.5494,0.026542
1,1.31,1.20,-0.5958,0.4245,0.0000,0.6885,179.9568,176.4960,176.9020,179.6974,176.4960,176.9020,0.022424
1,1.45,1.30,-0.5113,0.4245,0.0000,0.6463,180.0477,176.7688,176.8761,180.0380,176.7688,176.8761,0.000032
1,1.60,1.40,-0.3651,0.4245,0.0000,0.5732,184.2716,180.4618,176.2692,184.0958,180.4618,176.2692,0.010296
1,1.76,1.50,-0.2188,0.4245,0.0000,0.5001,183.3793,180.3306,176.0270,183.3676,180.3306,176.0270,0.000046
1,1.84,1.60,-0.0594,0.4245,0.0000,0.4203,182.2283,179.6306,176.1943,182.2787,179.6306,176.1943,0.000846
1,1.93,1.70,0.0250,0.4245,0.0000,0.3781,181.5950,179.9258,175.9721,181.7354,179.9258,175.9721,0.006563
1,2.01,1.80,0.1095,0.4245,0.0000,0.3359,181.7460,179.6745,177.0476,181.9646,179.6745,177.0476,0.015939
1,2.17,1.90,0.1940,0.4245,0.0000,0.2936,181.1422,178.4211,176.7447,181.5409,178.4211,176.7447,0.052966
1,2.32,2.00,0.3534,0.4245,0.0000,0.2139,181.7574,178.3199,176.7856,182.2858,178.3199,176.7856,0.093057
1,2.14,2.10,0.4996,0.4245,0.0000,0.1408,180.8598,177.6137,176.4396,178.7628,177.6137,176.4396,1.465782
1,1.90,2.20,0.5486,0.4245,-49.1856,0.1631,147.3956,160.2047,178.6732,147.3956,160.2047,178.7898,0.004534
1,1.62,2.30,0.5211,0.4245,-93.7734,0.2181,147.7664,160.2182,178.8066,147.7664,160.2182,178.6350,0.009810
1,1.47,2.40,0.4861,0.4245,-146.6494,0.2881,148.4972,159.9844,178.3974,148.4972,159.9844,178.0829,0.032963
1,1.42,2.50,0.4673,0.4245,-172.4318,0.3258,149.9026,163.9809,178.0494,149.9026,163.9809,176.0567,1.323606
1,1.12,2.60,0.4579,0.4245,175.8875,0.3445,175.3591,174.4839,174.5199,182.5338,174.4839,174.5199,17.158760
1,1.28,2.70,-0.6971,0.4245,0.0000,0.7392,181.9143,180.4499,177.2325,181.5355,180.4499,177.2325,0.047830
1,1.43,2.80,-0.5377,0.4245,0.0000,0.6595,180.5837,180.3009,178.2341,180.3403,180.3009,178.2341,0.019754
1,1.59,2.90,-0.3915,0.4245,0.0000,0.5864,181.1040,181.1447,177.8451,180.9867,181.1447,177.8451,0.004588
1,1.73,3.00,-0.2321,0.4245,0.0000,0.5067,180.7948,180.4097,178.5278,180.7995,180.4097,178.5278,0.000007
1,1.89,3.10,-0.0859,0.4245,0.0000,0.4336,183.7470,179.6523,178.0983,183.8533,179.6523,178.0983,0.003770
1,2.04,3.20,0.0735,0.4245,0.0000,0.3539,183.3837,180.6126,177.0729,183.6247,180.6126,177.0729,0.019350
1,2.18,3.30,0.2198,0.4245,0.0000,0.2807,181.9422,180.3567,176.6937,182.3359,180.3567,176.6937,0.051668
1,2.34,3.40,0.3660,0.4245,0.0000,0.2076,181.6129,180.2909,176.9253,182.1618,180.2909,176.9253,0.100426
1,2.03,3.50,0.5254,0.4245,0.0000,0.1279,181.0840,180.7009,177.4598,179.4580,180.7009,177.4598,0.881300
1,1.71,3.60,0.5326,0.4245,-68.9602,0.1871,148.6761,166.1992,179.2805,148.6761,166.1992,179.1967,0.002346
1,1.60,3.70,0.4936,0.4245,-129.9024,0.2651,148.6982,165.6839,178.8779,148.6982,165.6839,178.6861,0.012257
1,1.46,3.80,0.4797,0.4245,-150.1367,0.2930,149.1946,166.6021,179.0731,178.7419,166.6021,179.0731,291.014400
1,1.42,3.90,0.4619,0.4245,-174.1322,0.3284,149.1219,166.2271,179.1410,149.1219,166.2271,178.4420,0.162869
1,1.12,4.00,0.4531,0.4245,174.9967,0.3461,179.4272,172.8288,174.2504,181.3286,172.8288,174.2504,1.205104
1,1.27,4.10,-0.6971,0.4245,0.0000,0.7392,184.8444,181.3120,178.8141,184.4174,181.3120,178.8141,0.060794
1,1.41,4.20,-0.5509,0.4245,0.0000,0.6661,185.2684,181.2750,178.1900,184.9225,181.2750,178.1900,0.039869
1,1.52,4.30,-0.4047,0.4245,0.0000,0.5930,183.7486,181.3080,178.4879,183.4833,181.3080,178.4879,0.023457
1,1.67,4.40,-0.3033,0.4245,0.0000,0.5423,182.2413,180.3441,178.5919,182.1682,180.3441,178.5919,0.001780
1,1.82,4.50,-0.1439,0.4245,0.0000,0.4626,184.2258,179.5430,177.7771,184.2495,179.5430,177.7771,0.000189
1,1.97,4.60,0.0023,0.4245,0.0000,0.3895,183.1212,180.3568,178.2928,183.2934,180.3568,178.2928,0.009887
1,2.13,4.70,0.1485,0.4245,0.0000,0.3164,183.9107,182.1722,178.2748,184.2408,182.1722,178.2748,0.036321
1,2.27,4.80,0.3079,0.4245,0.0000,0.2367,183.0657,181.6307,178.1167,183.5420,181.6307,178.1167,0.075622
1,2.32,4.90,0.4542,0.4245,0.0000,0.1635,183.5754,181.1674,178.7745,181.5591,181.1674,178.7745,1.355232
1,2.03,5.00,0.5700,0.4245,-13.6511,0.1208,150.8163,164.9307,181.2728,150.8163,164.9307,181.4945,0.016374
1,1.68,5.10,0.5330,0.4245,-68.9602,0.1870,150.4872,164.1871,180.4024,150.4872,180.2820,180.4024,86.348540
1,1.52,5.20,0.4860,0.4245,-134.5504,0.2713,150.6356,166.3462,181.0772,150.6356,180.7836,181.0772,69.479150
1,1.43,5.30,0.4626,0.4245,-164.2660,0.3133,150.6691,167.2661,180.8954,150.6691,167.2661,180.5122,0.048950
1,1.42,5.40,0.4491,0.4245,-179.8345,0.3374,151.5962,168.2798,181.2729,151.5962,168.2798,178.9143,1.854398
1,1.32,5.50,0.4414,0.4245,172.0093,0.3511,179.5332,173.9892,174.1316,179.0550,173.9892,174.1316,0.076243
1,1.12,5.60,0.3410,0.4105,169.8623,0.4055,180.4902,174.1682,173.9245,182.3225,174.1682,173.9245,1.119040
1,1.07,5.70,-0.6971,0.4245,0.0000,0.7392,183.0448,183.7829,179.5769,183.0448,179.4081,179.5769,6.379541
1,1.12,5.80,-0.6971,0.4245,-20.0000,0.7392,151.1060,170.1221,180.5099,151.1060,170.1221,183.2269,2.460743
1,1.07,5.90,-0.6971,0.4245,0.0000,0.7392,183.6051,183.8651,179.7175,183.6051,179.6013,179.7175,6.060196
1,1.12,6.00,-0.6971,0.4245,-20.0000,0.7392,150.8778,169.8082,180.4928,150.8778,169.8082,182.3992,1.211535
1,1.07,6.10,-0.6971,0.4245,0.0000,0.7392,182.2663,182.2716,180.0877,182.2663,179.9073,180.0877,1.863407
1,1.12,6.20,-0.6971,0.4245,-20.0000,0.7392,150.4274,170.5244,181.2562,150.4274,170.5244,182.6384,0.636828
1,1.07,6.30,-0.6971,0.4245,0.0000,0.7392,182.9852,182.5762,180.7713,182.9852,180.5354,180.7713,1.388249
1,1.12,6.40,-0.6971,0.4245,-20.0000,0.7392,150.6890,169.7956,181.9191,150.6890,169.7956,182.2618,0.039158
1,1.07,6.50,-0.6971,0.4245,0.0000,0.7392,182.5869,182.6853,180.8970,182.5869,180.2533,180.8970,1.971627
1,1.12,6.60,-0.6971,0.4245,-20.0000,0.7392,150.6076,167.8159,180.7783,150.6076,167.8159,181.7415,0.309249
1,1.21,6.70,-0.6971,0.4245,0.0000,0.7392,182.4416,182.3438,181.0044,181.9157,182.3438,181.0044,0.092204
1,1.29,6.80,-0.6127,0.4245,0.0000,0.6970,182.4210,181.9464,180.7663,181.9703,181.9464,180.7663,0.067728
1,1.45,6.90,-0.5282,0.4245,0.0000,0.6547,182.3520,180.6664,180.7072,182.1019,180.6664,180.7072,0.020844
