Episode,Step,PosX,PosY,Angle,DistN,Action0P,Action1P,Action2P,Action,Reward,Entropy,OriginalEntropy,PolicyLoss,ValueLoss,TotalLoss,Advantage,ClippedRatio,Return
0,61,0.23,0.42,0.00,0.28,0.3042,0.3320,0.3338,1,3.4494,1.0943,1.0943,-3.4493,11.8977,0.0981,3.4493,0.9164,3.4559
0,62,0.32,0.42,0.00,0.23,0.3042,0.3320,0.3338,1,3.5367,1.0943,1.0943,-3.5366,12.5077,0.1938,3.5366,1.0914,3.5437
0,63,0.38,0.42,0.00,0.20,0.3041,0.3320,0.3338,2,3.5969,1.0943,1.0943,-3.5969,12.9375,0.2625,3.5969,1.0001,3.6043
0,64,0.42,0.42,0.00,0.18,0.3041,0.3320,0.3338,0,3.6385,1.0943,1.0943,-3.6384,13.2382,0.3111,3.6384,1.0054,3.6461
0,65,0.50,0.42,0.00,0.14,0.3041,0.3321,0.3338,1,3.7230,1.0943,1.0943,-3.7229,13.8601,0.4132,3.7229,0.9109,3.7310
0,66,0.58,0.42,0.00,0.11,0.3041,0.3321,0.3338,0,3.7899,1.0943,1.0943,-3.7898,14.3626,0.4971,3.7898,1.0922,3.7983
0,67,0.53,0.42,-59.43,0.18,0.2862,0.3344,0.3494,1,2.9557,1.0918,1.0918,-2.9521,8.7147,-0.3595,2.9521,0.8617,3.3149
0,68,0.50,0.42,-107.58,0.24,0.2817,0.3329,0.3555,0,2.2734,1.0907,1.0907,-2.2694,5.1502,-0.7462,2.2694,1.1630,2.6682
0,69,0.47,0.42,-134.55,0.27,0.2806,0.3319,0.3574,0,1.8874,1.0904,1.0904,-1.8834,3.5471,-0.8411,1.8834,0.8431,2.2888
0,70,0.46,0.42,-153.38,0.30,0.2802,0.3314,0.3584,0,1.6154,1.0903,1.0903,-1.6113,2.5963,-0.8542,1.6113,0.9985,2.0196
0,71,0.44,0.42,-168.64,0.32,0.2800,0.3311,0.3590,0,1.3926,1.0902,1.0902,-1.3885,1.9279,-0.8319,1.3885,0.9991,1.7984
0,72,0.44,0.42,-177.19,0.33,0.2799,0.3309,0.3592,2,1.2664,1.0901,1.0901,-1.2623,1.5933,-0.8061,1.2623,0.9996,1.6729
0,73,0.43,0.42,175.89,0.34,0.3297,0.3326,0.3077,1,1.2589,1.0946,1.0946,-1.2630,1.5951,-0.8063,1.2630,1.0993,0.8527
0,74,0.43,0.42,155.89,0.35,0.3294,0.3322,0.3084,1,1.4788,1.0947,1.0947,-1.4829,2.1989,-0.8451,1.4829,1.0797,1.0746
0,75,0.42,0.42,131.89,0.36,0.3289,0.3315,0.3096,2,2.7473,1.0948,1.0948,-2.7514,7.5700,-0.5023,2.7514,0.9979,2.3468
0,76,0.42,0.42,111.89,0.36,0.3281,0.3308,0.3111,0,2.9739,1.0948,1.0948,-2.9779,8.8676,-0.3395,2.9779,0.9385,2.5783
0,77,0.42,0.42,83.89,0.36,0.3263,0.3297,0.3140,1,3.2939,1.0950,1.0950,-3.2978,10.8756,-0.0570,3.2978,1.0488,2.9111
0,78,0.42,0.42,63.89,0.37,0.3238,0.3291,0.3170,1,3.5246,1.0951,1.0951,-3.5283,12.4487,0.1844,3.5283,1.0088,3.1606
0,79,0.42,0.42,43.89,0.37,0.3196,0.3291,0.3213,1,3.7563,1.0951,1.0951,-3.7595,14.1342,0.4588,3.7595,0.9998,3.4332
0,80,0.42,0.42,19.89,0.37,0.3113,0.3303,0.3283,2,4.0349,1.0949,1.0949,-4.0369,16.2963,0.8301,4.0369,1.0039,3.8374
0,81,0.42,0.42,0.00,0.37,0.3044,0.3319,0.3337,0,4.2669,1.0944,1.0944,-4.2668,18.2058,1.1730,4.2668,1.0102,4.2734
0,82,0.52,0.42,-1.02,0.32,0.3041,0.3320,0.3340,1,4.3564,1.0943,1.0943,-4.3562,18.9764,1.3148,4.3562,0.9111,4.3751
0,83,0.59,0.42,-1.59,0.28,0.3039,0.3320,0.3341,2,4.4202,1.0943,1.0943,-4.4199,19.5355,1.4189,4.4199,1.0920,4.4458
0,84,0.65,0.42,-2.05,0.25,0.3037,0.3321,0.3342,2,4.4750,1.0943,1.0943,-4.4747,20.0228,1.5103,4.4747,1.0065,4.5062
0,85,0.69,0.42,-2.35,0.23,0.3036,0.3321,0.3343,2,4.5131,1.0943,1.0943,-4.5127,20.3645,1.5748,4.5127,1.0002,4.5479
0,86,0.72,0.42,-2.57,0.21,0.3035,0.3322,0.3343,0,4.5430,1.0943,1.0943,-4.5426,20.6353,1.6261,4.5426,1.0002,4.5805
0,87,0.82,0.43,-3.49,0.16,0.3032,0.3323,0.3346,1,4.6335,1.0942,1.0942,-4.6330,21.4649,1.7846,4.6330,0.9068,4.6819
0,88,0.89,0.43,-4.49,0.13,0.3028,0.3324,0.3348,1,4.6922,1.0942,1.0942,-4.6916,22.0108,1.8898,4.6916,1.0963,4.7521
0,89,0.00,0.42,0.00,0.74,0.3049,0.3315,0.3336,1,2.5216,1.0944,1.0944,-2.5216,6.3583,-0.6360,2.5216,0.9974,2.5250
0,90,0.00,0.42,0.00,0.74,0.3049,0.3315,0.3336,1,2.5216,1.0944,1.0944,-2.5216,6.3583,-0.6360,2.5216,1.0000,2.5250
0,91,0.00,0.42,0.00,0.74,0.3049,0.3315,0.3336,1,2.5216,1.0944,1.0944,-2.5216,6.3583,-0.6360,2.5216,1.0000,2.5250
0,92,0.00,0.42,0.00,0.74,0.3049,0.3315,0.3336,0,2.5216,1.0944,1.0944,-2.5216,6.3583,-0.6360,2.5216,1.0000,2.5250
0,93,0.00,0.42,0.00,0.69,0.3048,0.3316,0.3337,2,2.6230,1.0944,1.0944,-2.6229,6.8798,-0.5809,2.6229,0.9193,2.6267
0,94,0.00,0.42,0.00,0.65,0.3047,0.3316,0.3337,1,2.6934,1.0944,1.0944,-2.6934,7.2543,-0.5390,2.6934,1.0949,2.6973
0,95,0.00,0.42,0.00,0.62,0.3047,0.3316,0.3337,1,2.7537,1.0944,1.0944,-2.7536,7.5824,-0.5008,2.7536,0.9938,2.7577
0,96,0.00,0.42,0.00,0.60,0.3046,0.3316,0.3337,2,2.7952,1.0944,1.0944,-2.7952,7.8130,-0.4732,2.7952,1.0001,2.7994
0,97,0.00,0.42,0.00,0.59,0.3046,0.3317,0.3337,1,2.8198,1.0944,1.0944,-2.8198,7.9512,-0.4563,2.8198,1.0063,2.8241
0,98,0.00,0.42,0.00,0.58,0.3046,0.3317,0.3337,2,2.8409,1.0944,1.0944,-2.8408,8.0703,-0.4416,2.8408,0.9938,2.8452
0,99,0.00,0.42,0.00,0.57,0.3046,0.3317,0.3337,2,2.8533,1.0944,1.0944,-2.8533,8.1412,-0.4328,2.8533,1.0062,2.8577
1,0,0.00,0.42,0.00,0.57,0.3046,0.3317,0.3337,1,2.8640,1.0944,1.0944,-2.8596,8.1771,-0.4284,0.0000,0.0000,2.8640
1,1,0.00,0.42,0.00,0.56,0.3046,0.3317,0.3337,1,2.8703,1.0944,1.0944,-2.8702,8.2383,-0.4206,2.8702,0.9939,2.8747
1,2,0.00,0.42,0.00,0.56,0.3046,0.3317,0.3337,1,2.8764,1.0944,1.0944,-2.8764,8.2734,-0.4162,2.8764,1.0000,2.8808
1,3,0.00,0.42,0.00,0.56,0.3046,0.3317,0.3337,0,2.8799,1.0944,1.0944,-2.8799,8.2936,-0.4137,2.8799,1.0000,2.8843
1,4,0.00,0.42,0.00,0.52,0.3045,0.3317,0.3338,0,2.9644,1.0944,1.0944,-2.9643,8.7873,-0.3500,2.9643,0.9180,2.9690
1,5,0.00,0.42,0.00,0.47,0.3044,0.3318,0.3338,2,3.0658,1.0944,1.0944,-3.0657,9.3985,-0.2680,3.0657,0.9997,3.0707
1,6,0.00,0.42,0.00,0.41,0.3043,0.3318,0.3338,1,3.1788,1.0943,1.0943,-3.1787,10.1043,-0.1693,3.1787,1.0967,3.1840
1,7,0.01,0.42,0.00,0.39,0.3043,0.3319,0.3339,2,3.2258,1.0943,1.0943,-3.2258,10.4056,-0.1260,3.2258,0.9941,3.2312
1,8,0.03,0.42,0.00,0.37,0.3043,0.3319,0.3339,1,3.2537,1.0943,1.0943,-3.2536,10.5860,-0.0997,3.2536,1.0060,3.2592
1,9,0.06,0.42,0.00,0.36,0.3043,0.3319,0.3339,2,3.2775,1.0943,1.0943,-3.2774,10.7415,-0.0769,3.2774,0.9941,3.2831
1,10,0.08,0.42,0.00,0.35,0.3043,0.3319,0.3339,2,3.2939,1.0943,1.0943,-3.2939,10.8495,-0.0609,3.2939,1.0059,3.2997
1,11,0.08,0.42,0.00,0.35,0.3043,0.3319,0.3339,2,3.3036,1.0943,1.0943,-3.3036,10.9136,-0.0514,3.3036,1.0000,3.3094
1,12,0.09,0.42,0.00,0.34,0.3042,0.3319,0.3339,0,3.3108,1.0943,1.0943,-3.3107,10.9608,-0.0444,3.3107,1.0000,3.3166
1,13,0.19,0.42,0.00,0.29,0.3042,0.3319,0.3338,2,3.4122,1.0943,1.0943,-3.4121,11.6423,0.0587,3.4121,0.9112,3.4185
1,14,0.26,0.42,0.00,0.26,0.3042,0.3320,0.3338,1,3.4826,1.0943,1.0943,-3.4825,12.1279,0.1340,3.4825,1.0974,3.4893
1,15,0.32,0.42,0.00,0.23,0.3042,0.3320,0.3338,1,3.5343,1.0943,1.0943,-3.5342,12.4906,0.1911,3.5342,0.9945,3.5413
1,16,0.35,0.42,0.00,0.21,0.3041,0.3320,0.3338,0,3.5722,1.0943,1.0943,-3.5721,12.7602,0.2340,3.5721,1.0001,3.5794
1,17,0.45,0.42,0.00,0.16,0.3041,0.3321,0.3338,2,3.6736,1.0943,1.0943,-3.6735,13.4947,0.3530,3.6735,0.9159,3.6813
1,18,0.53,0.42,0.00,0.13,0.3041,0.3321,0.3338,2,3.7440,1.0943,1.0943,-3.7439,14.0172,0.4393,3.7439,1.0977,3.7521
1,19,0.57,0.42,0.00,0.11,0.3041,0.3321,0.3338,2,3.7899,1.0943,1.0943,-3.7898,14.3626,0.4971,3.7898,1.0000,3.7982
1,20,0.51,0.42,-77.83,0.20,0.2838,0.3339,0.3523,0,2.6958,1.0913,1.0913,-2.6919,7.2464,-0.5398,2.6919,1.0552,3.0752
1,21,0.47,0.42,-113.78,0.24,0.2814,0.3326,0.3560,2,2.1850,1.0906,1.0906,-2.1810,4.7569,-0.7758,2.1810,0.8000,2.5818
1,22,0.44,0.42,-142.90,0.28,0.2804,0.3317,0.3579,2,1.7671,1.0903,1.0903,-1.7630,3.1083,-0.8524,1.7630,1.2000,2.1699
1,23,0.42,0.42,-161.83,0.31,0.2801,0.3312,0.3587,2,1.4924,1.0902,1.0902,-1.4883,2.2150,-0.8456,1.4883,1.0024,1.8975
1,24,0.41,0.42,-175.71,0.33,0.2799,0.3309,0.3592,2,1.2882,1.0901,1.0901,-1.2841,1.6490,-0.8112,1.2841,1.0013,1.6946
1,25,0.40,0.42,176.84,0.34,0.3297,0.3326,0.3076,2,1.2509,1.0946,1.0946,-1.2550,1.5751,-0.8044,1.2550,0.8565,0.8447
1,26,0.40,0.42,172.68,0.35,0.3297,0.3325,0.3078,1,1.2853,1.0946,1.0946,-1.2894,1.6625,-0.8125,1.2894,1.0004,0.8794
1,27,0.39,0.42,152.68,0.36,0.3294,0.3321,0.3085,1,1.5081,1.0947,1.0947,-1.5122,2.2868,-0.8481,1.5122,1.0790,1.1044
1,28,0.39,0.42,128.68,0.36,0.3288,0.3314,0.3098,2,1.7792,1.0948,1.0948,-1.7832,3.1798,-0.8512,1.7832,0.9978,1.3793
1,29,0.39,0.42,108.68,0.36,0.3280,0.3307,0.3114,0,2.0072,1.0949,1.0949,-2.0112,4.0449,-0.8196,2.0112,0.9396,1.6127
1,30,0.38,0.42,88.68,0.36,0.3267,0.3299,0.3134,1,2.2366,1.0950,1.0950,-2.2405,5.0200,-0.7564,2.2405,1.0491,1.8509
1,31,0.38,0.42,64.68,0.37,0.3240,0.3292,0.3169,2,2.5139,1.0951,1.0951,-2.5176,6.3381,-0.6380,2.5176,1.0076,2.1489
1,32,0.38,0.42,44.68,0.37,0.3198,0.3291,0.3211,1,2.7460,1.0951,1.0951,-2.7492,7.5583,-0.5036,2.7492,0.9755,2.4205
1,33,0.38,0.42,24.68,0.37,0.3132,0.3300,0.3268,2,2.9791,1.0950,1.0950,-2.9814,8.8889,-0.3367,2.9814,1.0277,2.7461
1,34,0.38,0.42,0.68,0.37,0.3046,0.3318,0.3336,1,3.2591,1.0944,1.0944,-3.2591,10.6217,-0.0945,3.2591,1.0109,3.2577
1,35,0.38,0.42,-0.63,0.37,0.3042,0.3319,0.3339,0,3.2596,1.0943,1.0943,-3.2594,10.6240,-0.0941,3.2594,0.9950,3.2733
1,36,0.49,0.43,-1.52,0.32,0.3039,0.3320,0.3341,2,3.3506,1.0943,1.0943,-3.3504,11.2251,-0.0047,3.3504,0.9156,3.3750
1,37,0.57,0.43,-2.14,0.27,0.3037,0.3321,0.3342,0,3.4255,1.0943,1.0943,-3.4252,11.7319,0.0725,3.4252,1.0999,3.4574
1,38,0.67,0.43,-2.95,0.22,0.3034,0.3322,0.3344,1,3.5173,1.0943,1.0943,-3.5169,12.3685,0.1718,3.5169,0.9076,3.5589
1,39,0.74,0.43,-3.62,0.19,0.3031,0.3323,0.3346,2,3.5798,1.0942,1.0942,-3.5793,12.8114,0.2422,3.5793,1.0952,3.6294
1,40,0.80,0.43,-4.36,0.16,0.3029,0.3323,0.3348,1,3.6313,1.0942,1.0942,-3.6307,13.1823,0.3021,3.6307,1.0076,3.6895
1,41,0.83,0.44,-4.91,0.14,0.3027,0.3324,0.3349,0,3.6605,1.0942,1.0942,-3.6598,13.3944,0.3366,3.6598,0.9928,3.7249
1,42,0.91,0.44,-6.72,0.11,0.3021,0.3325,0.3354,2,3.7116,1.0941,1.0941,-3.7108,13.7700,0.3983,3.7108,0.9088,3.7962
0,43,0.00,0.42,0.00,0.74,0.3226,0.3164,0.3310,1,2.5216,1.0950,1.0950,-2.5216,6.3583,-0.6360,2.5216,1.0957,2.5249
0,44,0.00,0.42,0.00,0.74,0.3226,0.3164,0.3310,0,2.5216,1.0950,1.0950,-2.5216,6.3583,-0.6360,2.5216,0.9561,2.5249
0,45,0.00,0.42,0.00,0.70,0.3226,0.3165,0.3309,0,2.6061,1.0950,1.0950,-2.6060,6.7915,-0.5905,2.6060,1.0195,2.6093
0,46,0.00,0.42,0.00,0.65,0.3226,0.3165,0.3309,2,2.6906,1.0950,1.0950,-2.6905,7.2390,-0.5407,2.6905,1.0000,2.6936
0,47,0.00,0.42,0.00,0.61,0.3226,0.3165,0.3309,2,2.7779,1.0950,1.0950,-2.7779,7.7165,-0.4848,2.7779,1.0257,2.7808
0,48,0.00,0.42,0.00,0.59,0.3226,0.3165,0.3309,1,2.8296,1.0950,1.0950,-2.8296,8.0064,-0.4495,2.8296,1.0000,2.8324
0,49,0.00,0.42,0.00,0.57,0.3226,0.3165,0.3309,2,2.8675,1.0950,1.0950,-2.8675,8.2225,-0.4226,2.8675,0.9567,2.8703
0,50,0.00,0.42,0.00,0.55,0.3226,0.3166,0.3309,1,2.9000,1.0950,1.0950,-2.8999,8.4097,-0.3989,2.8999,1.0452,2.9027
0,51,0.00,0.42,0.00,0.54,0.3226,0.3166,0.3309,1,2.9192,1.0950,1.0950,-2.9192,8.5215,-0.3846,2.9192,0.9568,2.9218
0,52,0.00,0.42,0.00,0.53,0.3226,0.3166,0.3309,2,2.9333,1.0950,1.0950,-2.9333,8.6040,-0.3740,2.9333,1.0000,2.9359
0,53,0.00,0.42,0.00,0.53,0.3226,0.3166,0.3309,2,2.9453,1.0950,1.0950,-2.9453,8.6749,-0.3648,2.9453,1.0451,2.9480
0,54,0.00,0.42,0.00,0.52,0.3226,0.3166,0.3309,2,2.9525,1.0950,1.0950,-2.9524,8.7170,-0.3593,2.9524,1.0000,2.9551
0,55,0.00,0.42,0.00,0.52,0.3226,0.3166,0.3309,1,2.9577,1.0950,1.0950,-2.9577,8.7479,-0.3552,2.9577,1.0000,2.9603
0,56,0.00,0.42,0.00,0.52,0.3226,0.3166,0.3309,0,2.9616,1.0950,1.0950,-2.9615,8.7707,-0.3522,2.9615,0.9569,2.9642
0,57,0.00,0.42,0.00,0.46,0.3226,0.3166,0.3308,1,3.0788,1.0950,1.0950,-3.0788,9.4790,-0.2570,3.0788,1.0189,3.0812
0,58,0.00,0.42,0.00,0.42,0.3225,0.3167,0.3308,1,3.1560,1.0950,1.0950,-3.1560,9.9601,-0.1898,3.1560,0.9817,3.1583
0,59,0.00,0.42,0.00,0.40,0.3225,0.3167,0.3308,0,3.2017,1.0950,1.0950,-3.2016,10.2505,-0.1484,3.2016,1.0001,3.2039
0,60,0.07,0.42,0.00,0.36,0.3226,0.3167,0.3307,2,3.2861,1.0950,1.0950,-3.2861,10.7986,-0.0684,3.2861,1.0189,3.2881
0,61,0.15,0.42,0.00,0.31,0.3228,0.3167,0.3305,1,3.3735,1.0951,1.0951,-3.3735,11.3802,0.0187,3.3735,1.0245,3.3751
0,62,0.21,0.42,0.00,0.29,0.3229,0.3167,0.3304,1,3.4252,1.0951,1.0951,-3.4252,11.7317,0.0724,3.4252,0.9581,3.4266
0,63,0.24,0.42,0.00,0.27,0.3229,0.3167,0.3304,2,3.4631,1.0951,1.0951,-3.4631,11.9930,0.1129,3.4631,1.0000,3.4644
0,64,0.28,0.42,0.00,0.25,0.3230,0.3167,0.3303,1,3.4956,1.0951,1.0951,-3.4955,12.2188,0.1482,3.4955,1.0430,3.4967
0,65,0.30,0.42,0.00,0.24,0.3230,0.3167,0.3303,0,3.5148,1.0951,1.0951,-3.5148,12.3535,0.1694,3.5148,0.9588,3.5158
0,66,0.38,0.42,0.00,0.20,0.3231,0.3167,0.3302,0,3.5992,1.0951,1.0951,-3.5992,12.9545,0.2652,3.5992,1.0203,3.6000
0,67,0.46,0.42,0.00,0.16,0.3233,0.3167,0.3300,2,3.6837,1.0951,1.0951,-3.6837,13.5698,0.3653,3.6837,1.0004,3.6841
0,68,0.55,0.42,0.00,0.11,0.3234,0.3167,0.3299,0,3.7711,1.0951,1.0951,-3.7711,14.2209,0.4733,3.7711,1.0204,3.7711
0,69,0.56,0.42,-38.18,0.15,0.3015,0.3518,0.3167,0,3.2548,1.0932,1.0932,-3.2537,10.5869,-0.0996,3.2537,0.9139,3.3552
0,70,0.52,0.42,-93.77,0.22,0.2958,0.3629,0.3113,1,2.4698,1.0914,1.0914,-2.4690,6.0959,-0.6620,2.4690,0.9812,2.5516
0,71,0.50,0.42,-129.90,0.27,0.2969,0.3643,0.3088,2,1.9542,1.0913,1.0913,-1.9535,3.8161,-0.8305,1.9535,1.2000,2.0266
0,72,0.48,0.42,-150.14,0.29,0.2978,0.3646,0.3075,1,1.6625,1.0912,1.0912,-1.6618,2.7615,-0.8552,1.6618,0.8441,1.7318
0,73,0.47,0.42,-164.27,0.31,0.2985,0.3647,0.3068,1,1.4568,1.0912,1.0912,-1.4561,2.1202,-0.8419,1.4561,1.1860,1.5245
0,74,0.47,0.42,-174.13,0.33,0.2990,0.3648,0.3063,1,1.3117,1.0912,1.0912,-1.3110,1.7187,-0.8172,1.3110,1.0001,1.3785
0,75,0.46,0.42,177.87,0.34,0.3445,0.2738,0.3517,0,2.2424,1.0893,1.0893,-2.2430,5.0310,-0.7555,2.2430,0.8000,2.1809
0,76,0.46,0.42,173.40,0.35,0.3447,0.2738,0.3515,2,2.2794,1.0893,1.0893,-2.2800,5.1986,-0.7423,2.2800,1.2000,2.2176
0,77,0.00,0.42,0.00,0.74,0.3226,0.3164,0.3310,0,2.5216,1.0950,1.0950,-2.5216,6.3583,-0.6360,2.5216,0.9601,2.5249
0,78,0.00,0.42,0.00,0.70,0.3226,0.3165,0.3309,0,2.6061,1.0950,1.0950,-2.6060,6.7915,-0.5905,2.6060,0.9748,2.6093
0,79,0.00,0.42,0.00,0.65,0.3226,0.3165,0.3309,1,2.6906,1.0950,1.0950,-2.6905,7.2390,-0.5407,2.6905,1.0000,2.6936
0,80,0.00,0.42,0.00,0.61,0.3226,0.3165,0.3309,0,2.7779,1.0950,1.0950,-2.7779,7.7165,-0.4848,2.7779,0.9811,2.7808
0,81,0.00,0.42,0.00,0.57,0.3226,0.3165,0.3309,2,2.8624,1.0950,1.0950,-2.8623,8.1930,-0.4263,2.8623,1.0192,2.8651
0,82,0.00,0.42,0.00,0.53,0.3226,0.3166,0.3309,0,2.9497,1.0950,1.0950,-2.9497,8.7006,-0.3614,2.9497,1.0257,2.9523
0,83,0.00,0.42,0.00,0.47,0.3226,0.3166,0.3308,0,3.0511,1.0950,1.0950,-3.0511,9.3089,-0.2803,3.0511,0.9749,3.0535
0,84,0.00,0.42,0.00,0.43,0.3225,0.3166,0.3308,2,3.1356,1.0950,1.0950,-3.1355,9.8316,-0.2080,3.1355,1.0000,3.1379
0,85,0.00,0.42,0.00,0.39,0.3225,0.3167,0.3308,2,3.2105,1.0950,1.0950,-3.2105,10.3071,-0.1402,3.2105,1.0256,3.2127
0,86,0.06,0.42,0.00,0.36,0.3226,0.3167,0.3307,0,3.2746,1.0950,1.0950,-3.2746,10.7228,-0.0796,3.2746,0.9997,3.2766
0,87,0.16,0.42,0.00,0.31,0.3228,0.3167,0.3305,2,3.3760,1.0951,1.0951,-3.3759,11.3970,0.0213,3.3759,0.9761,3.3775
0,88,0.23,0.42,0.00,0.28,0.3229,0.3167,0.3304,2,3.4464,1.0951,1.0951,-3.4464,11.8776,0.0950,3.4464,1.0236,3.4477
0,89,0.29,0.42,0.00,0.25,0.3230,0.3167,0.3303,2,3.5066,1.0951,1.0951,-3.5066,12.2965,0.1604,3.5066,0.9997,3.5077
0,90,0.32,0.42,0.00,0.23,0.3230,0.3167,0.3302,0,3.5423,1.0951,1.0951,-3.5423,12.5479,0.2002,3.5423,0.9998,3.5433
0,91,0.41,0.42,0.00,0.19,0.3232,0.3167,0.3301,1,3.6268,1.0951,1.0951,-3.6268,13.1536,0.2974,3.6268,0.9786,3.6274
0,92,0.48,0.42,0.00,0.15,0.3233,0.3167,0.3300,1,3.7017,1.0951,1.0951,-3.7017,13.7027,0.3872,3.7017,0.9801,3.7021
0,93,0.55,0.42,0.00,0.12,0.3234,0.3167,0.3299,0,3.7658,1.0951,1.0951,-3.7658,14.1814,0.4667,3.7658,1.0000,3.7659
0,94,0.55,0.42,-38.18,0.15,0.3015,0.3518,0.3167,0,3.2548,1.0932,1.0932,-3.2537,10.5869,-0.0996,3.2537,0.9518,3.3552
0,95,0.52,0.42,-86.09,0.21,0.2958,0.3623,0.3119,0,2.5788,1.0915,1.0915,-2.5780,6.6459,-0.6060,2.5780,0.9812,2.6634
0,96,0.50,0.42,-124.91,0.26,0.2967,0.3642,0.3091,2,2.0258,1.0913,1.0913,-2.0251,4.1010,-0.8166,2.0251,1.0030,2.0992
0,97,0.48,0.42,-146.65,0.29,0.2976,0.3646,0.3077,1,1.7130,1.0912,1.0912,-1.7123,2.9318,-0.8545,1.7123,1.0374,1.7827
0,98,0.47,0.42,-164.27,0.31,0.2985,0.3647,0.3068,0,1.4568,1.0912,1.0912,-1.4561,2.1202,-0.8419,1.4561,1.1852,1.5245
0,99,0.46,0.42,-174.13,0.33,0.2990,0.3648,0.3063,0,1.3117,1.0912,1.0912,-1.3110,1.7187,-0.8172,1.3110,0.8196,1.3785
1,0,0.46,0.42,177.87,0.34,0.3445,0.2738,0.3517,0,2.2424,1.0893,1.0893,-2.5059,5.3105,-0.9346,0.0000,0.0000,2.2424
1,1,0.45,0.42,173.40,0.35,0.3447,0.2738,0.3515,2,2.2794,1.0893,1.0893,-2.2800,5.1986,-0.7423,2.2800,1.1531,2.2176
0,2,0.00,0.42,0.00,0.74,0.3361,0.3185,0.3154,2,2.5216,1.0948,1.0948,-2.5215,6.3582,-0.6360,2.5215,0.9150,2.5271
0,3,0.00,0.42,0.00,0.74,0.3361,0.3185,0.3154,1,2.5216,1.0948,1.0948,-2.5215,6.3582,-0.6360,2.5215,1.0000,2.5271
0,4,0.00,0.42,0.00,0.74,0.3361,0.3185,0.3154,2,2.5216,1.0948,1.0948,-2.5215,6.3582,-0.6360,2.5215,1.0098,2.5271
0,5,0.00,0.42,0.00,0.74,0.3361,0.3185,0.3154,0,2.5216,1.0948,1.0948,-2.5215,6.3582,-0.6360,2.5215,0.9903,2.5271
0,6,0.00,0.42,0.00,0.69,0.3361,0.3185,0.3154,2,2.6230,1.0948,1.0948,-2.6229,6.8797,-0.5809,2.6229,1.0657,2.6283
0,7,0.00,0.42,0.00,0.65,0.3361,0.3184,0.3154,1,2.7051,1.0948,1.0948,-2.7050,7.3171,-0.5318,2.7050,0.9385,2.7103
0,8,0.00,0.42,0.00,0.62,0.3361,0.3184,0.3154,0,2.7617,1.0948,1.0948,-2.7617,7.6267,-0.4955,2.7617,1.0094,2.7669
0,9,0.00,0.42,0.00,0.57,0.3362,0.3184,0.3155,2,2.8631,1.0948,1.0948,-2.8630,8.1969,-0.4258,2.8630,1.0557,2.8681
0,10,0.00,0.42,0.00,0.53,0.3362,0.3183,0.3155,2,2.9452,1.0948,1.0948,-2.9451,8.6737,-0.3649,2.9451,0.9385,2.9501
0,11,0.00,0.42,0.00,0.50,0.3362,0.3183,0.3155,1,3.0018,1.0948,1.0948,-3.0018,9.0105,-0.3205,3.0018,1.0000,3.0067
0,12,0.00,0.42,0.00,0.48,0.3362,0.3183,0.3155,2,3.0353,1.0948,1.0948,-3.0353,9.2129,-0.2933,3.0353,1.0090,3.0402
0,13,0.00,0.42,0.00,0.47,0.3362,0.3183,0.3155,1,3.0599,1.0948,1.0948,-3.0599,9.3629,-0.2729,3.0599,0.9912,3.0647
0,14,0.00,0.42,0.00,0.46,0.3362,0.3183,0.3155,1,3.0810,1.0948,1.0948,-3.0809,9.4921,-0.2552,3.0809,1.0089,3.0857
0,15,0.00,0.42,0.00,0.45,0.3362,0.3183,0.3155,1,3.0974,1.0948,1.0948,-3.0974,9.5938,-0.2411,3.0974,1.0000,3.1022
0,16,0.00,0.42,0.00,0.45,0.3362,0.3183,0.3155,0,3.1055,1.0948,1.0948,-3.1055,9.6439,-0.2342,3.1055,1.0000,3.1103
0,17,0.00,0.42,0.00,0.40,0.3362,0.3183,0.3155,2,3.2069,1.0948,1.0948,-3.2068,10.2838,-0.1436,3.2068,1.0563,3.2115
0,18,0.07,0.42,0.00,0.36,0.3363,0.3182,0.3155,1,3.2890,1.0948,1.0948,-3.2889,10.8170,-0.0657,3.2889,0.9384,3.2938
0,19,0.12,0.42,0.00,0.33,0.3363,0.3182,0.3155,1,3.3376,1.0948,1.0948,-3.3375,11.1390,-0.0177,3.3375,1.0086,3.3425
0,20,0.16,0.42,0.00,0.31,0.3364,0.3182,0.3154,0,3.3791,1.0948,1.0948,-3.3791,11.4182,0.0245,3.3791,0.9999,3.3841
0,21,0.24,0.42,0.00,0.27,0.3364,0.3182,0.3154,1,3.4636,1.0948,1.0948,-3.4636,11.9962,0.1134,3.4636,1.0574,3.4688
0,22,0.33,0.42,0.00,0.22,0.3365,0.3181,0.3154,2,3.5509,1.0948,1.0948,-3.5509,12.6088,0.2099,3.5509,0.9455,3.5564
0,23,0.38,0.42,0.00,0.20,0.3366,0.3181,0.3153,1,3.6026,1.0948,1.0948,-3.6026,12.9786,0.2691,3.6026,0.9912,3.6082
0,24,0.43,0.42,0.00,0.18,0.3366,0.3181,0.3153,1,3.6469,1.0948,1.0948,-3.6468,13.2991,0.3210,3.6468,1.0087,3.6525
0,25,0.46,0.42,0.00,0.16,0.3366,0.3181,0.3153,1,3.6774,1.0948,1.0948,-3.6773,13.5225,0.3576,3.6773,1.0000,3.6831
